date, pm25, pm10, o3, no2, so2, co
2020/12/19, 141, 56, , 14, , 10
2020/12/20, 131, 51, , 13, 1, 8
2020/12/21, 137, 55, , 12, 1, 8
2020/12/22, 140, 61, , 12, 2, 10
2020/12/23, 75, 26, , 13, 2, 7
2020/12/24, 61, 21, , 11, 2, 8
2020/12/25, 37, 9, , 4, 1, 3
2020/12/26, 60, 17, , 7, 1, 3
2020/12/27, 74, 25, , 7, 2, 4
2020/12/28, 29, 9, , 7, 4, 4
2020/12/29, 24, 10, , 9, 3, 4
2020/12/30, 72, 26, , 17, 2, 7
2020/12/31, 125, 42, , 14, 3, 7
2021/1/1, 117, 39, , 9, 2, 6
2021/1/2, 134, 50, , 9, 2, 8
2021/1/3, 154, 57, , 9, 1, 10
2020/7/1, 30, 13, , 9, 1, 2
2020/7/2, 29, 16, , 8, 1, 2
2020/7/3, 43, 20, , 6, , 2
2020/7/4, 50, 15, , 7, 1, 3
2020/7/5, 37, 13, , 7, 1, 2
2020/7/6, 25, 11, , 5, 1, 1
2020/7/7, 20, 13, , 8, 1, 2
2020/7/8, 28, 16, , 8, 1, 2
2020/7/9, 41, 19, , 10, 2, 3
2020/7/10, 41, 9, , 4, , 2
2020/7/11, 22, 15, , 4, , 2
2020/7/12, 35, 12, , 8, , 2
2020/7/13, 30, 14, , 6, 1, 2
2020/7/14, 32, 14, , 7, 1, 2
2020/7/15, 33, 13, , 10, 2, 3
2020/7/16, 37, 18, , 8, 2, 2
2020/7/17, 47, 18, , 5, 1, 3
2020/7/18, 47, 18, , 5, 1, 3
2020/7/19, 44, 15, , 7, 1, 3
2020/7/20, 36, 23, , 10, 1, 3
2020/7/21, 52, 18, , 8, 1, 3
2020/7/22, 36, 19, , 7, 2, 2
2020/7/23, 34, 20, , 6, 2, 2
2020/7/24, 40, 17, , 5, 2, 3
2020/7/25, 40, 14, , 5, 1, 3
2020/7/26, 35, 20, , 9, 2, 3
2020/7/27, 43, 20, , 9, 2, 3
2020/7/28, 41, 18, , 9, 1, 3
2020/7/29, 40, 24, , 11, 1, 4
2020/7/30, 50, 22, , 11, 2, 3
2020/7/31, 39, 15, , 3, 1, 3
2020/8/1, 30, 15, , 6, 1, 3
2020/8/2, 38, 20, , 8, 2, 4
2020/8/3, 40, 21, , 7, 2, 4
2020/8/4, 53, 13, , 3, 1, 3
2020/8/5, 32, 22, , 7, 1, 4
2020/8/6, 48, 34, , 10, 1, 5
2020/8/7, 68, 37, , 7, 1, 5
2020/8/8, 75, 27, , 5, 1, 4
2020/8/9, 57, 22, , 6, 1, 4
2020/8/10, 50, 24, , 9, 1, 4
2020/8/11, 47, 22, , 7, 1, 3
2020/8/12, 38, 25, , 7, 3, 4
2020/8/13, 43, 27, , 6, 3, 5
2020/8/14, 50, 24, , 3, 2, 4
2020/8/15, 49, 18, , 4, 2, 3
2020/8/16, 39, 17, , 8, 2, 4
2020/8/17, 44, 18, , 13, 2, 5
2020/8/18, 46, 27, , 10, 2, 5
2020/8/19, 67, 28, , 11, 2, 3
2020/8/20, 64, 23, , 11, 2, 3
2020/8/21, 53, 19, , 6, 1, 2
2020/8/22, 44, 11, , 6, 2, 1
2020/8/23, 29, 15, , 9, 2, 2
2020/8/24, 35, 16, , 11, 2, 2
2020/8/25, 37, 21, , 8, 2, 2
2020/8/26, 36, 14, , 8, 2, 1
2020/8/27, 18, 18, , 9, 3, 1
2020/8/28, 33, 17, , 6, 2, 2
2020/8/29, 38, 18, , 7, 3, 2
2020/8/30, 44, 9, , 6, 2, 1
2020/8/31, 17, 9, , 4, 2, 1
2020/9/1, 24, 9, , 8, 2, 2
2020/9/2, 21, 15, , 9, 1, 2
2020/9/3, 34, 17, , 11, 1, 2
2020/9/4, 37, 14, , 7, 2, 3
2020/9/5, 36, 10, , 5, 1, 2
2020/9/6, 28, 14, , 8, 1, 2
2020/9/7, 38, 16, , 10, 1, 2
2020/9/8, 39, 20, , 12, 2, 3
2020/9/9, 41, 20, , 12, 2, 3
2020/9/10, 47, 23, , 8, 3, 3
2020/9/11, 50, 26, , 7, 2, 4
2020/9/12, 60, 22, , 9, 1, 4
2020/9/13, 58, 29, , 12, 2, 4
2020/9/14, 62, 32, , 7, 2, 3
2020/9/15, 66, 37, , 12, 1, 4
2020/9/16, 75, 29, , 9, 1, 3
2020/9/17, 50, 14, , 6, 1, 2
2020/9/18, 28, 20, , 7, 1, 3
2020/9/19, 44, 25, , 6, 3, 3
2020/9/20, 58, 28, , 12, 2, 4
2020/9/21, 51, 40, , 12, 2, 4
2020/9/22, 68, 42, , 13, 3, 4
2020/9/23, 71, 45, , 12, 3, 4
2020/9/24, 73, 30, , 9, 4, 3
2020/9/25, 58, 11, , 5, 4, 2
2020/9/26, 28, 7, , 5, 3, 2
2020/9/27, 20, 20, , 7, 4, 2
2020/9/28, 45, 43, , 11, 2, 4
2020/9/29, 69, 18, , 16, 1, 3
2020/4/1, 102, 39, , 16, 2, 6
2020/4/2, 88, 34, , 13, 2, 4
2020/4/3, 69, 36, , 9, 2, 5
2020/4/4, 80, 43, , 7, 3, 6
2020/4/5, 100, 43, , 12, 4, 5
2020/4/6, 81, 46, , 16, 1, 6
2020/4/7, 90, 59, , 16, 2, 8
2020/4/8, 121, 33, , 13, 2, 5
2020/4/9, 55, 25, , 6, , 3
2020/4/10, 46, 33, , 6, 1, 5
2020/4/11, 69, 24, , 7, 2, 5
2020/4/12, 54, 21, , 4, 1, 4
2020/4/13, 48, 16, , 3, , 3
2020/4/14, 28, 28, , 8, 2, 4
2020/4/15, 58, 27, , 9, 2, 4
2020/4/16, 50, 31, , 10, 1, 5
2020/4/17, 54, 25, , 5, 1, 4
2020/4/18, 46, 16, , 3, 1, 4
2020/4/19, 38, 23, , 6, , 4
2020/4/20, 47, 32, , 7, 1, 5
2020/4/21, 64, 30, , 8, 1, 5
2020/4/22, 56, 34, , 14, 1, 5
2020/4/23, 59, 35, , 12, 1, 5
2020/4/24, 63, 29, , 5, 2, 4
2020/4/25, 50, 17, , 5, 1, 4
2020/4/26, 35, 27, , 12, 1, 5
2020/4/27, 56, 33, , 14, 1, 6
2020/4/28, 60, 27, , 9, 1, 5
2020/4/29, 57, 29, , 7, 1, 5
2020/4/30, 72, 22, , 6, 2, 5
2020/5/1, 58, 14, , 4, 1, 5
2020/5/2, 39, 13, , 4, 1, 4
2020/5/3, 38, 27, , 11, 1, 4
2020/5/4, 63, 18, , 9, 1, 2
2020/5/5, 43, 19, , 9, 1, 2
2020/5/6, 55, 21, , 8, 1, 2
2020/5/7, 47, 45, , 12, 1, 3
2020/5/8, 101, , , , , 
2020/5/13, 41, 13, , 5, 1, 1
2020/5/14, 38, 28, , 9, 2, 2
2020/5/15, 69, 26, , 8, 2, 2
2020/5/16, 63, 22, , 8, 1, 2
2020/5/17, 57, 23, , 13, 2, 2
2020/5/18, 50, 23, , 9, 2, 1
2020/5/19, 49, 9, , 3, 1, 1
2020/5/20, 20, 10, , 4, 1, 
2020/5/21, 23, 16, , 5, 1, 1
2020/5/22, 37, 21, , 8, 1, 2
2020/5/23, 47, 10, , 3, 1, 1
2020/5/24, 24, 10, , 9, 1, 2
2020/5/25, 26, 10, , 5, 1, 1
2020/5/26, 28, 18, , 9, 1, 2
2020/5/27, 44, 19, , 8, , 2
2020/5/28, 45, 13, , 4, , 1
2020/5/29, 27, 13, , 6, 1, 1
2020/5/30, 29, 14, , 4, , 2
2020/5/31, 29, 22, , 5, , 2
2020/6/1, 38, 13, , 7, 1, 1
2020/6/2, 26, 18, , 6, 1, 1
2020/6/3, 36, 21, , 6, 2, 2
2020/6/4, 41, 12, , 10, 2, 2
2020/6/5, 23, 11, , 5, 1, 2
2020/6/6, 27, 17, , 5, 1, 2
2020/6/7, 42, 20, , 9, 1, 2
2020/6/8, 48, 15, , 3, , 1
2020/6/9, 43, 24, , 5, 1, 2
2020/6/10, 63, 19, , 5, 1, 2
2020/6/11, 54, 26, , 7, 1, 2
2020/6/12, 55, 27, , 4, 1, 2
2020/6/13, 56, 19, , 2, 1, 1
2020/6/14, 45, 15, , 5, 1, 1
2020/6/15, 35, 17, , 8, 1, 2
2020/6/16, 43, 20, , 9, 1, 2
2020/6/17, 49, 26, , 8, 1, 2
2020/6/18, 57, 20, , 10, 1, 3
2020/6/19, 52, 13, , 4, 1, 2
2020/6/20, 36, 15, , 4, 1, 2
2020/6/21, 39, 15, , 5, , 2
2020/6/22, 41, 12, , 3, , 1
2020/6/23, 21, 19, , 8, , 2
2020/6/24, 46, 21, , 5, , 2
2020/6/25, 52, 19, , 6, , 2
2020/6/26, 42, 21, , 7, , 2
2020/6/27, 54, 14, , 7, 1, 2
2020/6/28, 36, 17, , 7, 1, 2
2020/6/29, 42, 14, , 7, 1, 2
2020/6/30, 25, 16, , 10, 1, 2
2020/1/1, 67, 48, , 23, 5, 7
2020/1/2, 115, 68, , 23, 6, 10
2020/1/3, 157, 11, , 6, 3, 1
2020/1/4, 40, 12, , 6, 1, 1
2020/1/5, 36, 39, , 14, 3, 4
2020/1/6, 102, 44, , 21, 3, 5
2020/1/7, 111, 40, , 19, 5, 5
2020/1/8, 107, 35, , 16, 2, 4
2020/1/9, 100, 48, , 19, 7, 6
2020/1/10, 119, 20, , 10, 3, 2
2020/1/11, 63, 21, , 12, 3, 3
2020/1/12, 66, 31, , 18, 3, 4
2020/1/13, 78, 69, , 20, 3, 11
2020/1/14, 161, 64, , 21, 4, 10
2020/1/15, 146, 63, , 20, 3, 11
2020/1/16, 147, 59, , 17, 3, 10
2020/1/17, 142, 49, , 17, 5, 8
2020/1/18, 134, 40, , 9, 4, 4
2020/1/19, 112, 29, , 12, 2, 1
2020/1/20, 76, 28, , 12, 3, 2
2020/1/21, 79, 31, , 13, 5, 3
2020/1/22, 84, 31, , 20, 2, 3
2020/1/23, 74, 58, , 19, 5, 8
2020/1/24, 134, 45, , 14, 6, 4
2020/1/25, 110, 61, , 14, 7, 5
2020/1/26, 148, 61, , 20, 8, 8
2020/1/27, 143, 48, , 19, 5, 9
2020/1/28, 99, 11, , 8, 5, 1
2020/1/29, 30, 12, , 10, 4, 1
2020/1/30, 36, 13, , 15, 5, 1
2020/1/31, 36, 11, , 12, 5, 1
2020/2/1, 29, 7, , 6, 4, 
2020/2/2, 22, 14, , 13, 4, 1
2020/2/3, 40, 9, , 9, 4, 1
2020/2/4, 29, 9, , 5, 2, 1
2020/2/5, 26, 32, , 14, 5, 2
2020/2/6, 80, 21, , 13, 2, 2
2020/2/7, 51, 44, , 20, 3, 5
2020/2/8, 100, 54, , 14, 4, 8
2020/2/9, 118, 10, , 7, 3, 1
2020/2/10, 28, 7, , 8, 1, 1
2020/2/11, 20, 7, , 6, , 1
2020/2/12, 20, 19, , 14, 1, 1
2020/2/13, 42, 22, , 15, 2, 2
2020/2/14, 55, 27, , 12, 1, 2
2020/2/15, 70, 42, , 14, 1, 5
2020/2/16, 95, 36, , 26, 3, 4
2020/2/17, 62, 17, , 12, 1, 2
2020/2/18, 42, 15, , 14, 1, 2
2020/2/19, 35, 27, , 15, 1, 2
2020/2/20, 63, 23, , 16, 1, 2
2020/2/21, 55, 22, , 10, 1, 2
2020/2/22, 52, 5, , 6, 1, 1
2020/2/23, 18, 20, , 13, 2, 2
2020/2/24, 47, 13, , 16, 4, 3
2020/2/25, 37, 13, , 14, 4, 2
2020/2/26, 32, 17, , 14, 4, 2
2020/2/27, 49, 28, , 13, 4, 4
2020/2/28, 71, 18, , 7, 3, 2
2020/2/29, 41, 17, , 10, 3, 2
2020/3/1, 43, 23, , 17, 6, 3
2020/3/2, 51, 17, , 16, 4, 3
2020/3/3, 44, 21, , 14, 1, 2
2020/3/4, 51, 38, , 14, 2, 4
2020/3/5, 88, 32, , 19, 3, 4
2020/3/6, 66, 17, , 11, 1, 3
2020/3/7, 45, 25, , 10, , 3
2020/3/8, 67, 49, , 17, , 7
2020/3/9, 106, 39, , 17, 3, 6
2020/3/10, 87, 8, , 10, 1, 2
2020/3/11, 22, 14, , 10, 1, 3
2020/3/12, 31, 10, , 9, 1, 2
2020/3/13, 24, 10, , 4, , 2
2020/3/14, 27, 22, , 5, 3, 3
2020/3/15, 56, 31, , 15, , 4
2020/3/16, 69, 45, , 18, 3, 6
2020/3/17, 96, 53, , 19, 2, 6
2020/3/18, 113, 47, , 13, 2, 6
2020/3/19, 103, 41, , 10, 2, 3
2020/3/20, 85, 10, , 1, , 2
2020/3/21, 33, 10, , 1, , 2
2020/3/22, 29, 19, , 2, , 3
2020/3/23, 51, 23, , 4, 2, 3
2020/3/24, 58, 31, , 5, 3, 3
2020/3/25, 67, 37, , 8, 5, 4
2020/3/26, 78, 46, , 8, 4, 4
2020/3/27, 92, 58, , 13, 3, 5
2020/3/28, 127, 93, , 12, 6, 9
2020/3/29, 175, , , , , 
2019/10/1, 27, 21, 19, 15, 1, 2
2019/10/2, 30, 16, 15, 12, 1, 2
2019/10/3, 47, 23, 15, 12, 2, 2
2019/10/4, 59, 17, 20, 4, 1, 2
2019/10/5, 48, 13, 20, 5, , 1
2019/10/6, 42, 25, 24, 9, , 4
2019/10/7, 68, 31, 2, 15, 1, 5
2019/10/8, 82, 18, , 14, 1, 3
2019/10/9, 50, 11, , 12, 1, 2
2019/10/10, 21, 17, , 17, 2, 3
2019/10/11, 41, 23, , 14, 1, 4
2019/10/12, 57, 29, , 15, 1, 5
2019/10/13, 65, 39, , 16, 1, 6
2019/10/14, 77, 46, , 15, 2, 6
2019/10/15, 91, 22, , 16, 1, 3
2019/10/16, 45, 27, , 14, 1, 4
2019/10/17, 51, 42, , 17, 1, 6
2019/10/18, 80, 44, , 12, 2, 6
2019/10/19, 102, 31, , 11, 1, 5
2019/10/20, 74, 40, , 19, 1, 6
2019/10/21, 72, 48, , 17, 2, 7
2019/10/22, 95, 52, , 13, 2, 6
2019/10/23, 125, 56, , 15, 4, 7
2019/10/24, 114, 53, , 19, 2, 7
2019/10/25, 113, 53, , 16, 1, 8
2019/10/26, 116, 38, , 12, 2, 6
2019/10/27, 85, 26, , 16, 2, 4
2019/10/28, 52, 43, , 16, 3, 5
2019/10/29, 106, 23, , 11, 1, 3
2019/10/30, 64, 52, , 15, 2, 7
2019/10/31, 127, 57, , 16, 3, 9
2019/11/1, 148, 32, , 13, 3, 6
2019/11/2, 83, 17, , 7, 4, 4
2019/11/3, 49, 15, , 16, 4, 4
2019/11/4, 40, 27, , 18, 3, 6
2019/11/5, 53, 39, , 18, 4, 6
2019/11/6, 78, 61, , 16, 4, 10
2019/11/7, 118, 42, , 13, 3, 8
2019/11/8, 102, 31, , 13, 3, 7
2019/11/9, 73, 16, , 8, 2, 4
2019/11/10, 49, 28, , 9, 3, 4
2019/11/11, 73, 43, , 15, 8, 6
2019/11/12, 76, 27, , 11, 4, 5
2019/11/13, 62, 27, , 11, 5, 5
2019/11/14, 63, 35, , 9, 4, 6
2019/11/15, 85, 41, , 11, 3, 8
2019/11/16, 81, 40, , 8, 5, 6
2019/11/17, 87, 45, , 19, 4, 8
2019/11/18, 76, 46, , 15, 2, 8
2019/11/19, 86, 45, , 9, 3, 8
2019/11/20, 114, 30, , 10, 5, 5
2019/11/21, 67, 26, , 5, 5, 6
2019/11/22, 61, 38, , 6, 4, 8
2019/11/23, 95, 51, , 7, 3, 12
2019/11/24, 111, 39, , 6, 3, 6
2019/11/25, 92, 39, , 5, 3, 7
2019/11/26, 94, 44, , 9, 4, 9
2019/11/27, 108, 76, , 12, 5, 16
2019/11/28, 154, 19, , 14, 4, 6
2019/11/29, 43, 22, , 11, 3, 6
2019/11/30, 56, 43, , 13, 3, 9
2019/12/1, 105, 45, , 10, 4, 8
2019/12/2, 113, 29, , 11, 2, 7
2019/12/3, 88, 50, , 12, 3, 10
2019/12/4, 118, 64, , 20, 4, 14
2019/12/5, 147, 45, , 19, 4, 11
2019/12/6, 112, 31, , 15, 5, 10
2019/12/7, 89, 14, , 15, 3, 8
2019/12/8, 41, 26, , 23, 3, 10
2019/12/9, 63, 23, , 13, 2, 8
2019/12/10, 60, 34, , 15, 2, 6
2019/12/11, 86, 67, , 21, 3, 10
2019/12/12, 151, 33, , 15, 5, 5
2019/12/13, 82, 17, , 15, 4, 4
2019/12/14, 49, 13, , 16, 3, 4
2019/12/15, 36, 33, , 17, 3, 6
2019/12/16, 83, 73, , 17, 3, 15
2019/12/17, 164, 63, , 30, 3, 16
2019/12/18, 134, 57, , 12, 2, 10
2019/12/19, 147, 33, , 19, 5, 5
2019/12/20, 79, 22, , 12, 5, 2
2019/12/21, 48, 22, , 11, 5, 4
2019/12/22, 65, 19, , 16, 4, 4
2019/12/23, 59, 12, , 9, 3, 2
2019/12/24, 38, 22, , 8, 3, 3
2019/12/25, 69, 13, , 7, 2, 2
2019/12/26, 46, 11, , 8, 2, 1
2019/12/27, 43, 7, , 3, , 1
2019/12/28, 25, 12, , 4, , 1
2019/12/29, 43, , , , , 
2019/7/1, 50, 20, , 8, 2, 5
2019/7/2, 38, 18, , 6, 1, 2
2019/7/3, 38, 18, , 10, 1, 1
2019/7/4, 44, 23, , 13, 3, 1
2019/7/5, 48, 20, , 8, 2, 1
2019/7/6, 53, 14, , 5, 2, 
2019/7/7, 35, 16, , 7, 2, 
2019/7/8, 32, 17, , 11, 2, 
2019/7/9, 34, 16, , 8, 2, 1
2019/7/10, 37, 14, , 7, 2, 1
2019/7/11, 31, 16, , 10, 2, 1
2019/7/12, 38, 16, , 6, 2, 1
2019/7/13, 47, 11, , 6, 2, 1
2019/7/14, 36, 16, , 7, 1, 1
2019/7/15, 36, 20, , 9, 2, 1
2019/7/16, 56, 15, , 7, 2, 1
2019/7/17, 45, 17, , 10, 2, 1
2019/7/18, 50, 20, , 12, 2, 2
2019/7/19, 58, 21, , 8, 2, 2
2019/7/20, 62, 15, , 6, 1, 2
2019/7/21, 43, 20, , 10, 2, 2
2019/7/22, 54, 16, , 10, 1, 2
2019/7/23, 44, 17, , 7, 2, 2
2019/7/24, 47, 17, , 7, 2, 2
2019/7/25, 44, 24, , 7, 2, 1
2019/7/26, 43, 22, , 5, 3, 1
2019/7/27, 48, 17, , 3, 3, 2
2019/7/28, 41, 19, , 8, 3, 2
2019/7/29, 44, 20, , 8, 2, 2
2019/7/30, 52, 23, , 7, 2, 2
2019/7/31, 61, 21, , 7, 2, 2
2019/8/1, 49, 18, , 7, 3, 1
2019/8/2, 47, 13, , 6, 2, 1
2019/8/3, 42, 15, , 6, 2, 1
2019/8/4, 48, 14, , 9, 3, 1
2019/8/5, 42, 17, , 10, 2, 2
2019/8/6, 48, 19, , 9, 3, 2
2019/8/7, 44, 15, , 9, 2, 1
2019/8/8, 42, 19, , 13, 2, 2
2019/8/9, 54, 18, , 6, 3, 2
2019/8/10, 53, 11, , 4, 2, 1
2019/8/11, 38, 23, , 7, 3, 2
2019/8/12, 55, 13, , 10, 2, 2
2019/8/13, 40, 14, , 8, 3, 1
2019/8/14, 43, 15, , 5, 3, 1
2019/8/15, 53, 18, , 10, 3, 2
2019/8/16, 53, 16, , 6, 3, 2
2019/8/17, 54, 14, , 6, 3, 2
2019/8/18, 47, 17, , 9, 1, 2
2019/8/19, 38, 15, , 4, 1, 2
2019/8/20, 49, 14, , 6, , 1
2019/8/21, 40, 19, , 5, 1, 2
2019/8/22, 52, 29, , 6, 3, 3
2019/8/23, 65, 34, , 6, 6, 4
2019/8/24, 71, 31, , 7, 5, 4
2019/8/25, 75, 33, , 8, 4, 3
2019/8/26, 75, 35, , 9, 2, 4
2019/8/27, 73, 29, , 8, 1, 3
2019/8/28, 67, 25, , 10, 1, 3
2019/8/29, 59, 27, , 8, 1, 2
2019/8/30, 73, 30, , 6, 2, 3
2019/8/31, 74, 30, , 8, 2, 3
2019/9/1, 67, 17, , 9, 1, 2
2019/9/2, 43, 10, , 8, 1, 2
2019/9/3, 36, 20, , 11, 2, 2
2019/9/4, 52, 19, , 11, 2, 2
2019/9/5, 53, 16, , 7, 2, 2
2019/9/6, 49, 28, , 11, 4, 3
2019/9/7, 78, 20, , 5, 2, 3
2019/9/8, 49, 21, , 10, 3, 3
2019/9/9, 50, 13, , 10, 2, 3
2019/9/10, 28, 24, , 9, 2, 4
2019/9/11, 53, 23, , 14, 1, 4
2019/9/12, 58, 21, , 13, 1, 3
2019/9/13, 46, 17, , 4, 1, 2
2019/9/14, 40, 18, , 8, 2, 3
2019/9/15, 50, 20, , 13, 3, 3
2019/9/16, 42, 16, , 9, 3, 2
2019/9/17, 27, 15, , 10, 2, 2
2019/9/18, 30, 17, , 11, 2, 3
2019/9/19, 41, 21, , 12, 2, 3
2019/9/20, 51, 26, , 9, 2, 4
2019/9/21, 66, 24, , 7, 2, 4
2019/9/22, 63, 31, , 8, 4, 4
2019/9/23, 63, 46, , 7, 5, 3
2019/9/24, 102, 43, , 11, 4, 5
2019/9/25, 97, 17, , 13, 3, 4
2019/9/26, 43, 20, , 12, 3, 4
2019/9/27, 43, 14, , 8, 3, 3
2019/9/28, 37, 12, , 8, 3, 3
2019/9/29, 31, 15, , 7, 4, 2
2019/9/30, 16, 13, , 15, 2, 3
2019/4/1, 36, 34, 40, 7, 6, 3
2019/4/2, 68, 45, 42, 11, 6, 3
2019/4/3, 83, 33, 43, 10, 5, 2
2019/4/4, 71, 38, 26, 13, 6, 4
2019/4/5, 72, 34, , 9, 4, 5
2019/4/6, 82, 24, , 10, 4, 4
2019/4/7, 65, 37, , 12, 4, 4
2019/4/8, 91, 37, , 10, 5, 3
2019/4/9, 81, 25, , 5, 4, 2
2019/4/10, 56, 20, , 6, 2, 2
2019/4/11, 58, 19, , 5, 2, 2
2019/4/12, 58, 27, , 7, 2, 3
2019/4/13, 78, 24, , 4, 4, 2
2019/4/14, 65, 28, , 9, 4, 3
2019/4/15, 63, 32, , 9, 5, 3
2019/4/16, 76, 25, , 12, 3, 3
2019/4/17, 62, 36, , 14, 3, 4
2019/4/18, 82, 35, , 15, 2, 4
2019/4/19, 77, 24, , 9, 3, 7
2019/4/20, 57, 17, , 8, 3, 
2019/4/21, 43, 25, , 7, 4, 
2019/4/22, 61, 31, , 8, 5, 
2019/4/23, 58, 19, , 6, 4, 
2019/4/24, 44, 31, , 15, 4, 
2019/4/25, 53, 39, , 15, 4, 
2019/4/26, 55, 21, , 9, 3, 
2019/4/27, 40, 14, , 8, 3, 
2019/4/28, 49, 10, , 12, 2, 
2019/4/29, 32, 14, , 7, 2, 
2019/4/30, 39, 19, , 6, 2, 3
2019/5/1, 47, 22, , 9, 2, 3
2019/5/2, 50, 22, , 8, 2, 3
2019/5/3, 53, 15, , 4, 2, 3
2019/5/4, 40, 10, , 4, 2, 3
2019/5/5, 30, 11, , 7, 2, 4
2019/5/6, 26, 15, , 10, 2, 4
2019/5/7, 34, 25, , 9, 2, 5
2019/5/8, 93, 28, , 14, 3, 5
2019/5/9, 44, 17, , 11, 2, 4
2019/5/10, 46, 18, , 7, 2, 4
2019/5/11, 39, 25, , 7, 2, 4
2019/5/12, 55, 9, , 5, , 3
2019/5/13, 25, 7, , 5, , 4
2019/5/14, 23, 7, , 6, 1, 3
2019/5/15, 21, 13, , 7, 2, 3
2019/5/16, 44, 23, , 9, 2, 4
2019/5/17, 54, 17, , 6, 2, 3
2019/5/18, 40, 16, , 5, 3, 3
2019/5/19, 33, 14, , 6, 2, 2
2019/5/20, 26, 15, , 13, 2, 3
2019/5/21, 31, 9, , 12, 2, 3
2019/5/22, 19, 7, , 10, 1, 3
2019/5/23, 20, 22, , 12, 1, 4
2019/5/24, 61, 25, , 9, 2, 5
2019/5/25, 62, 23, , 9, 2, 4
2019/5/26, 62, 17, , 9, 2, 3
2019/5/27, 42, 12, , 8, 2, 2
2019/5/28, 25, 9, , 5, 1, 2
2019/5/29, 24, 12, , 8, 1, 2
2019/5/30, 34, 21, , 10, 1, 4
2019/5/31, 57, 21, , 9, 1, 4
2019/6/1, 56, 17, , 5, 1, 3
2019/6/2, 45, 17, , 5, 2, 2
2019/6/3, 40, 21, , 6, 3, 3
2019/6/4, 41, 24, , 5, 4, 4
2019/6/5, 44, 17, , 6, 2, 3
2019/6/6, 32, 20, , 10, 2, 3
2019/6/7, 43, 20, , 6, 1, 3
2019/6/8, 44, 14, , 4, 1, 2
2019/6/9, 41, 24, , 5, 2, 3
2019/6/10, 54, 29, , 7, 2, 4
2019/6/11, 46, 23, , 7, 2, 3
2019/6/12, 38, 30, , 9, 2, 4
2019/6/13, 50, 25, , 7, 1, 4
2019/6/14, 53, 33, , 7, 2, 6
2019/6/15, 64, 20, , 4, 1, 4
2019/6/16, 40, 11, , 4, 1, 4
2019/6/17, 26, 20, , 6, 2, 4
2019/6/18, 54, 21, , 9, 2, 5
2019/6/19, 43, 12, , 6, 2, 5
2019/6/20, 34, 17, , 8, 2, 5
2019/6/21, 39, 15, , 3, 2, 4
2019/6/22, 46, 11, , 2, 2, 4
2019/6/23, 25, 16, , 4, 2, 4
2019/6/24, 37, 29, , 6, 2, 5
2019/6/25, 71, 28, , 10, 1, 6
2019/6/26, 62, 23, , 6, 2, 4
2019/6/27, 51, 14, , 7, 1, 4
2019/6/28, 33, 17, , 7, 2, 4
2019/6/29, 44, 17, , 10, 2, 5
2019/6/30, 44, 30, , 12, 2, 5
2019/1/1, 56, 9, , 7, 4, 7
2019/1/2, 22, 10, , 6, 3, 7
2019/1/3, 28, 19, , 11, 3, 8
2019/1/4, 57, 12, , 8, 2, 8
2019/1/5, 36, 9, , 2, 1, 7
2019/1/6, 27, 35, , 18, 2, 11
2019/1/7, 98, 35, , 20, 3, 13
2019/1/8, 95, 34, , 17, 3, 9
2019/1/9, 88, 54, , 12, 1, 6
2019/1/10, 138, 51, , 16, 2, 6
2019/1/11, 135, 23, , 13, 2, 4
2019/1/12, 66, 8, , 9, 2, 3
2019/1/13, 29, 10, , 8, 2, 2
2019/1/14, 24, 14, , 11, 1, 2
2019/1/15, 41, 16, 5, 14, 1, 4
2019/1/16, 46, 27, 19, 22, 2, 6
2019/1/17, 67, 11, 19, 13, 1, 3
2019/1/18, 27, 34, 17, 15, 1, 5
2019/1/19, 83, 67, 9, 13, 1, 10
2019/1/20, 161, 75, 2, 21, 1, 10
2019/1/21, 170, 70, 9, 16, 2, 9
2019/1/22, 162, 38, , 8, 2, 4
2019/1/23, 92, 28, , 6, 2, 3
2019/1/24, 63, 35, , 13, 2, 3
2019/1/25, 90, 41, , 15, 4, 4
2019/1/26, 110, 36, , 13, 5, 5
2019/1/27, 100, 49, , 25, 3, 10
2019/1/28, 126, 22, , 16, 2, 6
2019/1/29, 65, 39, , 13, 3, 5
2019/1/30, 100, 62, , 17, 4, 8
2019/1/31, 152, 51, , 15, 5, 8
2019/2/1, 115, 16, , 10, 6, 4
2019/2/2, 49, 40, , 13, 2, 8
2019/2/3, 106, 17, , 12, , 5
2019/2/4, 55, 32, , 17, 1, 9
2019/2/5, 86, 46, , 22, 2, 
2019/2/6, 105, 66, , 24, 3, 
2019/2/7, 140, 59, , 27, 3, 
2019/2/8, 132, 46, , 14, 3, 
2019/2/9, 108, 19, , 11, 2, 
2019/2/10, 55, 13, , 14, 2, 
2019/2/11, 37, 14, , 8, , 
2019/2/12, 31, 21, , 12, , 
2019/2/13, 61, 27, , 14, 1, 
2019/2/14, 75, 34, , 22, 1, 
2019/2/15, 86, 52, , 20, 3, 
2019/2/16, 117, 58, , 20, 4, 
2019/2/17, 123, 73, , 25, 4, 
2019/2/18, 140, 65, , 18, 5, 
2019/2/19, 136, 28, , 14, 2, 
2019/2/20, 63, 29, , 14, 3, 
2019/2/21, 68, 11, , 5, 1, 
2019/2/22, 31, 23, , 8, , 
2019/2/23, 64, 43, , 14, 4, 
2019/2/24, 114, 43, , 20, 7, 
2019/2/25, 99, 30, , 13, 3, 
