date, pm25, pm10, o3, no2, so2, co
2019/2/26, 62, 37, , 18, 2, 
2019/2/27, 81, 38, , 15, 5, 
2019/2/28, 72, 41, , 13, 3, 
2019/3/1, 95, 27, , 12, 2, 
2019/3/2, 66, 27, , 13, 4, 
2019/3/3, 67, 17, , 17, 5, 
2019/3/4, 27, 12, , 9, 3, 
2019/3/5, 19, 23, , 16, 2, 
2019/3/6, 55, 28, , 18, 4, 
2019/3/7, 53, 13, , 13, 3, 
2019/3/8, 23, 12, , 9, 3, 
2019/3/9, 32, 6, , 6, 4, 
2019/3/10, 21, 11, , 9, 3, 
2019/3/11, 29, 22, , 15, 3, 
2019/3/12, 60, 21, , 18, 3, 
2019/3/13, 48, 16, , 16, 4, 
2019/3/14, 39, 10, , 10, 4, 
2019/3/15, 23, 11, , 6, 4, 
2019/3/16, 23, 20, , 15, 4, 
2019/3/17, 43, 15, , 13, 3, 
2019/3/18, 38, 30, , 15, 3, 
2019/3/19, 71, 46, , 19, 3, 9
2019/3/20, 112, 47, , 21, 3, 7
2019/3/21, 110, 45, , 18, 3, 7
2019/3/22, 113, 45, , 11, 4, 8
2019/3/23, 106, 31, , 9, 3, 6
2019/3/24, 81, 18, 19, 13, 3, 5
2019/3/25, 46, 17, 22, 8, 3, 5
2019/3/26, 39, 21, 23, 15, 3, 6
2019/3/27, 53, 40, 9, 17, 2, 8
2019/3/28, 96, 46, 24, 18, 3, 10
2019/3/29, 113, 53, 30, 17, 7, 10
2019/3/30, 126, 36, 42, 8, 4, 8
2019/3/31, 92, 19, 36, 4, 3, 4
2018/10/1, 77, 18, , 13, 2, 6
2018/10/2, 43, 13, 24, 9, 2, 5
2018/10/3, 25, 21, 21, 14, 1, 6
2018/10/4, 48, 39, 29, 12, 1, 10
2018/10/5, 91, 33, 30, 10, 2, 8
2018/10/6, 82, 34, 19, 12, 2, 8
2018/10/7, 73, 17, 22, 7, 2, 6
2018/10/8, 46, 36, 17, 12, 3, 8
2018/10/9, 81, 48, 26, 11, 4, 10
2018/10/10, 106, 54, 15, 14, 5, 8
2018/10/11, 119, 49, 28, 15, 5, 7
2018/10/12, 109, 54, 27, 14, 4, 7
2018/10/13, 128, 46, 26, 10, 3, 7
2018/10/14, 110, 50, 21, 15, 4, 8
2018/10/15, 104, 52, , 15, 3, 8
2018/10/16, 113, 65, , 20, 4, 9
2018/10/17, 138, 66, , 24, 3, 10
2018/10/18, 145, 68, , 17, 3, 9
2018/10/19, 158, 44, , 11, 2, 5
2018/10/20, 110, 22, , 5, 2, 4
2018/10/21, 64, 47, , 12, 2, 7
2018/10/22, 117, 17, , 9, 3, 3
2018/10/23, 35, 8, , 4, 3, 2
2018/10/24, 15, 12, , 11, 3, 3
2018/10/25, 27, 28, , 17, 3, 5
2018/10/26, 61, 31, , 11, 4, 13
2018/10/27, 83, 16, , 4, 3, 21
2018/10/28, 40, 26, , 8, 5, 16
2018/10/29, 59, 27, , 12, 5, 16
2018/10/30, 42, 36, , 22, 3, 10
2018/10/31, 61, 44, , 10, 4, 5
2018/11/1, 92, 48, , 14, 3, 4
2018/11/2, 82, 38, , 7, 2, 4
2018/11/3, 91, 27, , 6, 2, 3
2018/11/4, 73, 41, , 9, 4, 4
2018/11/5, 91, 50, , 16, 5, 8
2018/11/6, 103, 65, , 13, 4, 10
2018/11/7, 136, 72, , 19, 4, 13
2018/11/8, 151, 70, , 13, 3, 13
2018/11/9, 160, 68, , 10, 4, 13
2018/11/10, 161, 60, , 8, 5, 12
2018/11/11, 147, 68, , 9, 4, 12
2018/11/12, 154, 63, , 15, 4, 12
2018/11/13, 135, 22, , 17, 2, 4
2018/11/14, 58, 20, , 9, 2, 3
2018/11/15, 56, 27, , 6, 2, 3
2018/11/16, 70, 50, , 8, 3, 4
2018/11/17, 94, 39, , 10, 3, 5
2018/11/18, 110, 32, , 6, 3, 5
2018/11/19, 76, 46, , 8, 4, 4
2018/11/20, 98, 32, , 6, 3, 4
2018/11/21, 73, 48, , 7, 3, 7
2018/11/22, 102, 59, , 11, 4, 7
2018/11/23, 143, 49, , 10, 4, 11
2018/11/24, 123, 42, , 9, 5, 10
2018/11/25, 109, 22, , 5, 4, 5
2018/11/26, 65, 19, , 6, 3, 5
2018/11/27, 49, 41, , 11, 3, 6
2018/11/28, 99, 47, , 12, 3, 7
2018/11/29, 110, 44, , 12, 5, 8
2018/11/30, 95, 59, , 13, 4, 10
2018/12/1, 146, 47, , 11, 6, 10
2018/12/2, 120, 34, , 20, 7, 11
2018/12/3, 87, 30, , 13, 6, 10
2018/12/4, 72, 36, , 18, 3, 8
2018/12/5, 77, 51, , 20, 5, 10
2018/12/6, 116, 41, , 19, 5, 11
2018/12/7, 101, 22, , 12, 5, 7
2018/12/8, 55, 8, , 9, 5, 6
2018/12/9, 25, 13, , 12, 4, 6
2018/12/10, 34, 21, , 18, 4, 8
2018/12/11, 53, 27, , 11, 3, 8
2018/12/12, 75, 50, , 14, 3, 9
2018/12/13, 124, 27, , 8, 3, 8
2018/12/14, 78, 21, 10, 5, 4, 7
2018/12/15, 59, 38, 13, 9, 4, 10
2018/12/16, 94, 82, 2, 21, 4, 19
2018/12/17, 177, 71, 2, 19, 5, 16
2018/12/18, 167, 49, 13, 15, 3, 12
2018/12/19, 125, 58, 4, 20, 5, 14
2018/12/20, 149, 36, 7, 23, 7, 13
2018/12/21, 99, 10, , 12, 6, 8
2018/12/22, 30, 18, , 11, 4, 9
2018/12/23, 53, 10, , 6, 4, 8
2018/12/24, 28, 15, , 6, 3, 8
2018/12/25, 53, 17, , 6, 3, 7
2018/12/26, 51, 17, , 9, 3, 8
2018/12/27, 52, 23, , 12, 3, 8
2018/12/28, 53, 16, , 10, 3, 8
2018/12/29, 47, 15, , 8, 3, 9
2018/12/30, 42, , , , , 
2018/7/1, 19, 13, , 8, 2, 3
2018/7/2, 33, 16, , 14, 3, 4
2018/7/3, 42, 19, , 17, 4, 4
2018/7/4, 50, 21, , 20, 3, 8
2018/7/5, 54, 22, , 19, 2, 9
2018/7/6, 58, 16, , 6, 2, 6
2018/7/7, 40, 14, , 5, 2, 6
2018/7/8, 44, 20, , 14, 2, 7
2018/7/9, 55, 17, , 11, 2, 6
2018/7/10, 49, 18, , 14, 2, 7
2018/7/11, 56, 13, , 10, 2, 6
2018/7/12, 39, 8, , 10, 1, 6
2018/7/13, 25, 11, , 6, 2, 6
2018/7/14, 36, 11, , 4, 2, 5
2018/7/15, 32, 15, , 12, 2, 6
2018/7/16, 38, 10, , 11, 2, 6
2018/7/17, 34, 7, , 8, 2, 6
2018/7/18, 20, 12, , 10, 1, 6
2018/7/19, 36, 22, , 10, 2, 7
2018/7/20, 51, 27, , 9, 2, 7
2018/7/21, 72, 25, , 6, 3, 7
2018/7/22, 66, 23, , 6, 2, 6
2018/7/23, 53, 21, , 8, 1, 6
2018/7/24, 47, 23, , 8, 1, 6
2018/7/25, 47, 17, , 7, 2, 6
2018/7/26, 34, 18, , 6, 3, 6
2018/7/27, 39, 23, , 6, 3, 8
2018/7/28, 56, 18, , 7, 2, 7
2018/7/29, 47, 18, , 9, 1, 7
2018/7/30, 59, 24, , 5, 4, 8
2018/7/31, 52, 22, , 5, 3, 7
2018/8/1, 49, 25, , 5, 4, 7
2018/8/2, 53, 27, , 8, 3, 8
2018/8/3, 60, 25, , 7, 1, 7
2018/8/4, 62, 19, , 7, 1, 7
2018/8/5, 50, 14, , 6, 1, 6
2018/8/6, 32, 21, , 6, 2, 7
2018/8/7, 42, 38, , 10, 4, 10
2018/8/8, 68, 30, 51, 8, 2, 8
2018/8/9, 63, 26, 46, 9, 2, 8
2018/8/10, 55, 12, 21, 6, 1, 7
2018/8/11, 30, 17, 46, 6, 2, 7
2018/8/12, 45, 17, 39, 9, 2, 8
2018/8/13, 43, 23, 38, 8, 2, 8
2018/8/14, 54, 11, 29, 4, 1, 6
2018/8/15, 32, 17, , 7, 2, 7
2018/8/16, 41, 30, , 8, 4, 6
2018/8/17, 68, 36, , 8, 2, 5
2018/8/18, 84, 26, , 9, 1, 4
2018/8/19, 70, 22, , 14, 1, 3
2018/8/20, 53, 16, , 7, 1, 2
2018/8/21, 32, 25, , 7, 2, 3
2018/8/22, 52, 42, , 12, 4, 6
2018/8/23, 81, 25, , 13, 2, 4
2018/8/24, 54, 16, , 8, 2, 3
2018/8/25, 35, 8, , 5, 1, 3
2018/8/26, 22, 15, , 8, 2, 3
2018/8/27, 36, 19, , 10, 1, 4
2018/8/28, 50, 30, , 8, 2, 4
2018/8/29, 72, 30, , 11, 2, 5
2018/8/30, 72, 23, , 11, 1, 4
2018/8/31, 59, 35, , 6, 3, 5
2018/9/1, 82, 38, , 7, 3, 5
2018/9/2, 84, 33, , 7, 4, 5
2018/9/3, 74, 19, , 10, 2, 4
2018/9/4, 50, 20, , 8, 2, 4
2018/9/5, 50, 28, , 11, 1, 5
2018/9/6, 63, 32, , 10, 3, 6
2018/9/7, 71, 27, , 10, 2, 7
2018/9/8, 75, , , , , 
2018/9/10, 63, 30, 31, 16, 2, 6
2018/9/11, 67, 31, 43, 18, 2, 7
2018/9/12, 66, 39, 63, 18, 2, 7
2018/9/13, 77, 24, 8, 9, 1, 5
2018/9/14, 58, 14, , 7, 1, 5
2018/9/15, 31, 21, , 7, 1, 5
2018/9/16, 53, 25, , 11, 1, 6
2018/9/17, 61, 28, , 9, 2, 6
2018/9/18, 63, 31, , 13, 2, 7
2018/9/19, 65, 37, , 14, 2, 7
2018/9/20, 81, 37, , 14, 3, 6
2018/9/21, 85, 15, , 10, 2, 5
2018/9/22, 36, 10, , 5, 2, 4
2018/9/23, 29, 9, , 6, 1, 4
2018/9/24, 19, 12, , 10, , 4
2018/9/25, 30, 19, , 13, 1, 5
2018/9/26, 52, 17, , 12, 1, 5
2018/9/27, 45, 22, , 10, 2, 7
2018/9/28, 50, 17, , 6, 1, 5
2018/9/29, 42, 27, , 7, 1, 7
2018/9/30, 81, 32, , 13, 3, 7
2018/4/1, 63, 27, , 8, 1, 5
2018/4/2, 59, 46, , 18, 1, 8
2018/4/3, 71, 51, , 20, 2, 8
2018/4/4, 67, 40, , 17, 1, 7
2018/4/5, 49, 32, , 14, 1, 5
2018/4/6, 55, 51, , 12, 4, 5
2018/4/7, 100, 37, , 10, 3, 4
2018/4/8, 72, 34, , 15, 2, 4
2018/4/9, 47, 35, , 20, 4, 4
2018/4/10, 49, 47, , 19, 3, 4
2018/4/11, 59, 55, , 13, 4, 4
2018/4/12, 80, 55, , 17, 4, 5
2018/4/13, 79, 34, , 14, , 4
2018/4/14, 49, 34, , 12, 2, 4
2018/4/15, 58, 50, , 18, 2, 5
2018/4/16, 71, 35, , 14, , 4
2018/4/17, 61, 35, , 14, 1, 4
2018/4/18, 57, 36, , 16, 3, 4
2018/4/19, 55, 33, , 15, 3, 4
2018/4/20, 47, 36, , 11, 3, 5
2018/4/21, 50, 23, , 10, 2, 3
2018/4/22, 35, 33, , 15, 3, 4
2018/4/23, 47, 39, , 17, 2, 5
2018/4/24, 65, 31, , 13, 2, 4
2018/4/25, 38, 28, , 15, 3, 4
2018/4/26, 33, 33, , 15, 3, 4
2018/4/27, 59, 35, , 15, 4, 7
2018/4/28, 60, 36, , 12, 3, 6
2018/4/29, 63, 35, , 11, 3, 5
2018/4/30, 53, 29, , 11, 3, 4
2018/5/1, 41, 44, , 13, 5, 5
2018/5/2, 70, 42, , 13, 6, 6
2018/5/3, 63, 25, , 5, 2, 4
2018/5/4, 45, 17, , 3, 1, 3
2018/5/5, 34, 17, , 5, 1, 3
2018/5/6, 30, 23, , 9, 2, 3
2018/5/7, 32, 27, , 11, 2, 4
2018/5/8, 44, 31, , 12, 3, 5
2018/5/9, 45, 36, , 8, 3, 5
2018/5/10, 44, 31, , 15, 2, 5
2018/5/11, 48, 35, , 10, 4, 7
2018/5/12, 49, 32, , 9, 4, 5
2018/5/13, 57, 40, , 15, 4, 5
2018/5/14, 66, 33, , 14, 3, 6
2018/5/15, 62, 24, , 15, 3, 5
2018/5/16, 51, 15, , 16, , 5
2018/5/17, 38, 33, , 16, 2, 5
2018/5/18, 62, 25, , 8, 2, 5
2018/5/19, 48, 22, , 9, 2, 5
2018/5/20, 41, 29, , 18, 4, 6
2018/5/21, 60, 24, , 18, 4, 6
2018/5/22, 53, 19, , 14, 2, 6
2018/5/23, 51, 13, , 7, 2, 4
2018/5/24, 30, 18, , 11, 3, 5
2018/5/25, 42, 14, , 12, 3, 6
2018/5/26, 45, 19, , 10, 2, 6
2018/5/27, 53, 27, , 10, 4, 6
2018/5/28, 58, 22, , 18, 4, 7
2018/5/29, 66, 24, , 13, 3, 6
2018/5/30, 53, 19, , 10, 2, 6
2018/5/31, 56, 18, , 10, 3, 5
2018/6/1, 49, 17, , 10, 2, 5
2018/6/2, 47, 17, , 8, 2, 6
2018/6/3, 50, 26, , 15, 4, 6
2018/6/4, 73, 21, , 13, 3, 6
2018/6/5, 55, 21, , 12, 4, 5
2018/6/6, 40, 28, , 18, 7, 5
2018/6/7, 58, 24, , 15, 5, 6
2018/6/8, 54, 20, , 10, 3, 6
2018/6/9, 54, 21, , 9, 4, 6
2018/6/10, 57, 18, , 11, 3, 6
2018/6/11, 49, 18, , 12, 3, 7
2018/6/12, 51, 16, , 6, 2, 5
2018/6/13, 41, 13, , 8, 2, 5
2018/6/14, 34, 11, , 8, 1, 5
2018/6/15, 33, 16, , 8, 3, 6
2018/6/16, 48, 12, , 7, 3, 6
2018/6/17, 42, 15, , 14, 1, 7
2018/6/18, 46, 16, , 10, 1, 6
2018/6/19, 42, 21, , 12, 4, 5
2018/6/20, 57, 19, , 11, 5, 3
2018/6/21, 39, 11, , 10, 5, 3
2018/6/22, 32, 10, , 7, 5, 2
2018/6/23, 34, 7, , 6, 5, 2
2018/6/24, 28, 10, , 8, 2, 3
2018/6/25, 35, 8, , 7, 1, 3
2018/6/26, 28, 10, , 4, 1, 3
2018/6/27, 36, 11, , 6, 1, 3
2018/6/28, 36, 17, , 4, 2, 3
2018/6/29, 34, 9, , 2, 1, 2
2018/6/30, 18, 7, , 4, 1, 2
2018/1/1, 113, 50, , 15, , 12
2018/1/2, 121, 16, , 13, , 5
2018/1/3, 46, 19, , 17, , 5
2018/1/4, 42, 29, , 21, , 7
2018/1/5, 63, 55, , 15, , 13
2018/1/6, 128, 32, , 5, , 7
2018/1/7, 87, 29, , 7, , 4
2018/1/8, 64, 44, , 12, , 7
2018/1/9, 93, 46, , 14, 1, 8
2018/1/10, 105, 44, , 7, , 6
2018/1/11, 90, 35, , 5, 2, 5
2018/1/12, 75, 31, , 7, 3, 4
2018/1/13, 66, 37, , 8, 3, 5
2018/1/14, 80, 61, , 14, 4, 6
2018/1/15, 120, 32, , 14, 2, 6
2018/1/16, 77, 17, , 17, 2, 5
2018/1/17, 45, 15, , 12, 2, 4
2018/1/18, 43, 23, , 15, 1, 5
2018/1/19, 48, 52, , 18, 2, 10
2018/1/20, 121, 48, , 8, 1, 9
2018/1/21, 110, 50, , 13, 1, 6
2018/1/22, 110, 62, , 18, 3, 9
2018/1/23, 146, 64, , 25, 4, 13
2018/1/24, 145, 79, , 28, 4, 21
2018/1/25, 159, 108, , 25, 4, 23
2018/1/26, 189, 91, , 20, 4, 18
2018/1/27, 180, 36, , 10, 5, 9
2018/1/28, 91, 11, , 8, 2, 5
2018/1/29, 34, 14, , 9, 2, 4
2018/1/30, 28, 43, , 20, 2, 8
2018/1/31, 84, 44, , 22, 1, 9
2018/2/1, 85, 33, , 18, 1, 8
2018/2/2, 82, 74, , 15, 2, 12
2018/2/3, 160, 52, , 10, 2, 8
2018/2/4, 112, 26, , 7, 1, 4
2018/2/5, 61, 59, , 16, 5, 9
2018/2/6, 122, 66, , 14, 4, 10
2018/2/7, 144, 60, , 13, 2, 8
2018/2/8, 137, 70, , 16, 4, 9
2018/2/9, 153, 63, , 9, 2, 7
2018/2/10, 145, 54, , 8, 2, 7
2018/2/11, 123, 71, , 22, 4, 13
2018/2/12, 153, 70, , 13, 4, 12
2018/2/13, 142, 38, , 6, 1, 5
2018/2/14, 87, 47, , 9, 1, 7
2018/2/15, 110, 66, , 21, 3, 12
2018/2/16, 142, 69, , 19, 6, 13
2018/2/17, 139, 43, , 7, 3, 9
2018/2/18, 91, 34, , 10, 2, 8
2018/2/19, 76, 62, , 10, 5, 10
2018/2/20, 127, 46, , 12, 3, 8
2018/2/21, 95, 36, , 4, 6, 5
2018/2/22, 82, 40, , 6, 1, 3
2018/2/23, 88, 38, , 7, 1, 3
2018/2/24, 93, 35, , 5, 1, 3
2018/2/25, 81, 46, , 6, 2, 4
2018/2/26, 100, 40, , 5, 2, 5
2018/2/27, 77, 35, , 6, 2, 3
2018/2/28, 85, 77, , 15, 5, 8
2018/3/1, 160, 74, , 11, 7, 8
2018/3/2, 150, 80, , 17, 5, 8
2018/3/3, 155, 106, , 20, 7, 14
2018/3/4, 183, 104, , 26, 8, 14
2018/3/5, 175, 71, , 20, 4, 11
2018/3/6, 151, 71, , 26, 3, 12
2018/3/7, 140, 53, , 21, 3, 10
2018/3/8, 105, 59, , 20, 2, 12
2018/3/9, 99, 66, , 19, 3, 12
2018/3/10, 126, 53, , 12, 2, 10
2018/3/11, 106, 28, , 11, 3, 5
2018/3/12, 47, 28, , 17, 2, 5
2018/3/13, 44, 44, , 20, 1, 7
2018/3/14, 86, 39, , 8, 1, 6
2018/3/15, 77, 43, , 9, 1, 7
2018/3/16, 88, 25, , 3, , 3
2018/3/17, 48, 30, , 4, 3, 4
2018/3/18, 49, 36, , 6, 2, 4
2018/3/19, 68, 44, , 14, 1, 5
2018/3/20, 84, 44, , 14, 3, 6
2018/3/21, 88, 58, , 21, 1, 8
2018/3/22, 101, 80, , 19, 3, 13
2018/3/23, 142, 72, , 16, 5, 10
2018/3/24, 139, 58, , 15, 3, 8
2018/3/25, 115, 58, , 20, 4, 8
2018/3/26, 117, 29, , 15, 2, 7
2018/3/27, 102, 45, , 12, 3, 6
2018/3/28, 98, 49, , 20, 4, 8
2018/3/29, 97, 37, , 14, 3, 7
2018/3/30, 74, 41, , 12, 5, 9
2018/3/31, 79, 26, , 6, 2, 6
2017/10/1, 96, 43, , 14, 3, 8
2017/10/2, 106, 29, , 15, 3, 7
2017/10/3, 80, 17, , 13, 2, 5
2017/10/4, 40, 16, , 13, 3, 5
2017/10/5, 32, 9, , 12, 3, 4
2017/10/6, 28, 20, , 11, 2, 5
2017/10/7, 49, 10, , 8, 3, 5
2017/10/8, 31, 21, , 14, 3, 5
2017/10/9, 52, 19, , 14, 3, 6
2017/10/10, 47, 14, , 14, 3, 6
2017/10/11, 37, 24, , 13, 3, 7
2017/10/12, 46, 27, , 18, 3, 5
2017/10/13, 52, 39, , 16, 3, 7
2017/10/14, 91, 27, , 12, 3, 8
2017/10/15, 69, 41, , 19, 2, 10
2017/10/16, 91, 54, , 22, 2, 12
2017/10/17, 112, 58, , 15, 3, 12
2017/10/18, 122, 57, , 19, 3, 10
2017/10/19, 136, 60, , 12, 2, 9
2017/10/20, 144, 52, , 15, 3, 9
2017/10/21, 125, 40, , 13, 3, 10
2017/10/22, 98, 19, , 9, 3, 6
2017/10/23, 51, 14, , 6, 1, 4
2017/10/24, 50, 31, , 14, 2, 7
2017/10/25, 78, 29, , 17, 3, 6
2017/10/26, 62, 18, , 17, 2, 4
2017/10/27, 46, 9, , 8, 2, 3
2017/10/28, 38, 6, , 4, 3, 2
2017/10/29, 19, 13, , 9, 3, 3
2017/10/30, 32, 25, , 16, 3, 3
2017/10/31, 67, 14, , 7, 3, 3
2017/11/1, 51, 19, , 16, 3, 4
2017/11/2, 48, 30, , 19, 3, 5
2017/11/3, 76, 41, , 13, 4, 7
2017/11/4, 101, 30, , 11, 4, 6
2017/11/5, 70, 46, , 16, 5, 7
2017/11/6, 104, 47, , 12, 4, 5
2017/11/7, 117, 34, , 9, 3, 4
2017/11/8, 88, 56, , 17, 5, 7
2017/11/9, 137, 27, , 15, 5, 5
2017/11/10, 72, 11, , 9, 4, 3
2017/11/11, 28, 16, , 8, 4, 3
2017/11/12, 45, 21, , 17, 3, 5
2017/11/13, 62, 34, , 16, 3, 6
2017/11/14, 81, 66, , 20, 6, 12
2017/11/15, 140, 65, , 16, 7, 13
2017/11/16, 140, 61, , 20, 7, 10
2017/11/17, 153, 41, , 14, 6, 7
2017/11/18, 95, 16, , 10, 6, 4
2017/11/19, 47, 15, , 12, 4, 4
2017/11/20, 38, 28, , 15, 5, 6
2017/11/21, 75, 36, , 13, 5, 7
2017/11/22, 86, 63, , 17, 10, 16
2017/11/23, 131, 80, , 21, 19, 16
2017/11/24, 146, 62, , 13, 23, 16
2017/11/25, 119, 20, , 10, 17, 5
2017/11/26, 52, 54, , 19, 10, 9
2017/11/27, 127, 49, , 21, 5, 10
2017/11/28, 100, 65, , 17, 8, 12
2017/11/29, 152, 42, , 15, 6, 8
2017/11/30, 97, 38, , 18, 5, 8
2017/12/1, 96, 68, , 17, 10, 13
2017/12/2, 156, 33, , 9, 4, 6
2017/12/3, 85, 27, , 16, 4, 6
2017/12/4, 69, 21, , 15, 3, 5
2017/12/5, 55, 17, , 12, 2, 5
2017/12/6, 50, 25, , 18, 3, 7
2017/12/7, 75, 28, , 25, 3, 10
2017/12/8, 84, 32, , 17, 1, 6
2017/12/9, 74, 17, , 8, 1, 5
2017/12/10, 42, 12, , 11, , 4
2017/12/11, 21, 16, , 14, , 5
2017/12/12, 20, 39, , 18, 1, 7
2017/12/13, 83, 20, , 15, 1, 4
2017/12/14, 32, 33, , 21, 1, 5
2017/12/15, 63, 56, , 22, 2, 8
2017/12/16, 126, 55, , 17, 3, 10
2017/12/17, 132, 54, , 11, 1, 8
2017/12/18, 132, 41, , 16, 4, 5
2017/12/19, 99, 57, , 19, 8, 8
2017/12/20, 140, 38, , 19, 4, 6
2017/12/21, 97, 23, , 17, 2, 5
2017/12/22, 69, 15, , 8, 1, 3
2017/12/23, 54, 9, , 4, 1, 3
2017/12/24, 35, 23, , 8, 1, 5
2017/12/25, 51, 66, , 17, 1, 14
2017/12/26, 160, 55, , 17, 2, 12
2017/12/27, 129, 36, , 21, 2, 9
2017/12/28, 83, 29, , 17, 1, 6
2017/12/29, 74, 36, , 13, 1, 8
2017/12/30, 99, 59, , 12, , 10
2017/12/31, 154, 46, , 13, , 10
2017/7/1, 28, 7, , 6, 4, 3
2017/7/2, 25, 12, , 6, 3, 3
2017/7/3, 32, 19, , 14, 4, 4
2017/7/4, 45, 17, , 10, 4, 3
2017/7/5, 51, 13, , 7, 3, 3
2017/7/6, 37, 18, , 11, 4, 4
2017/7/7, 55, 17, , 11, 4, 5
2017/7/8, 45, 15, , 9, 4, 4
2017/7/9, 49, 18, , 8, 4, 5
2017/7/10, 43, 12, , 13, 4, 4
2017/7/11, 25, 13, , 11, 4, 3
2017/7/12, 31, 11, , 9, 4, 3
2017/7/13, 30, 18, , 10, 3, 3
2017/7/14, 47, 14, , 8, 2, 3
2017/7/15, 50, 17, , 7, 2, 3
2017/7/16, 44, 18, , 14, 2, 3
2017/7/17, 48, 21, , 12, 3, 4
2017/7/18, 61, 33, , 12, 4, 5
2017/7/19, 65, 24, , 10, 3, 4
2017/7/20, 49, 20, , 11, 2, 5
2017/7/21, 44, 15, , 5, 3, 5
2017/7/22, 44, 11, , 7, 2, 4
2017/7/23, 23, 18, , 8, 4, 4
2017/7/24, 41, 14, , 10, 4, 4
2017/7/25, 23, 11, , 12, 3, 4
2017/7/26, 28, 11, , 11, 3, 4
2017/7/27, 29, 14, , 13, 3, 4
2017/7/28, 33, 20, , 11, 3, 4
2017/7/29, 43, 15, , 9, 2, 5
2017/7/30, 44, 24, , 16, 2, 6
2017/7/31, 52, 23, , 10, 2, 5
2017/8/1, 58, 34, , 13, 3, 6
2017/8/2, 68, 29, , 11, 2, 5
2017/8/3, 52, 27, , 17, 4, 6
2017/8/4, 53, 24, , 11, 3, 6
2017/8/5, 56, 17, , 9, 2, 5
2017/8/6, 42, 13, , 8, 2, 4
2017/8/7, 31, 26, , 7, 4, 6
2017/8/8, 55, 33, , 9, 5, 7
2017/8/9, 76, 38, , 12, 4, 7
2017/8/10, 66, 31, , 7, 3, 5
2017/8/11, 44, 14, , 9, 2, 5
2017/8/12, 34, 14, , 7, 2, 5
2017/8/13, 38, 25, , 7, 3, 5
2017/8/14, 51, 22, , 6, 3, 5
2017/8/15, 48, 27, , 10, 3, 6
2017/8/16, 54, 24, , 6, 3, 5
2017/8/17, 53, 27, , 12, 2, 5
2017/8/18, 60, 18, , 7, 3, 6
2017/8/19, 38, 10, , 4, 2, 5
2017/8/20, 22, 14, , 10, 3, 4
2017/8/21, 36, 14, , 11, 2, 4
2017/8/22, 38, 18, , 13, 2, 3
2017/8/23, 40, 24, , 16, 2, 4
2017/8/24, 57, 33, , 19, 3, 6
2017/8/25, 69, 41, , 10, 3, 6
2017/8/26, 93, 22, , 7, 2, 5
2017/8/27, 53, 14, , 9, 1, 3
2017/8/28, 33, 18, , 10, 2, 4
2017/8/29, 54, 23, , 10, 2, 4
2017/8/30, 63, 30, , 13, 3, 6
2017/8/31, 59, 27, , 13, 2, 5
2017/9/1, 58, 7, , 6, 2, 3
2017/9/2, 31, 5, , 4, 2, 3
2017/9/3, 21, 13, , 12, 2, 3
2017/9/4, 26, 16, , 13, 2, 4
2017/9/5, 48, , , , , 
2017/9/10, 64, 22, , 13, 3, 6
2017/9/11, 51, 11, , 15, 3, 5
2017/9/12, 28, 10, , 10, 3, 4
2017/9/13, 23, 7, , 9, 3, 3
2017/9/14, 22, 13, , 14, 2, 4
2017/9/15, 34, 22, , 8, 3, 5
2017/9/16, 56, 15, , 6, 3, 4
2017/9/17, 50, 17, , 12, 3, 5
2017/9/18, 40, 27, , 8, 2, 6
2017/9/19, 71, 9, , 6, 2, 4
2017/9/20, 27, 9, , 8, 2, 4
2017/9/21, 38, 15, , 17, 2, 5
2017/9/22, 42, 15, , 12, 2, 5
2017/9/23, 50, 16, , 6, 3, 6
2017/9/24, 49, 24, , 6, 2, 7
2017/9/25, 56, 38, , 8, 3, 7
2017/9/26, 81, 44, , 9, 4, 7
2017/9/27, 75, 40, , 11, 5, 7
2017/9/28, 78, 52, , 12, 9, 6
2017/9/29, 105, 50, , 11, 5, 10
2017/9/30, 112, 37, , 10, 4, 7
2017/4/1, 86, 37, , 20, 3, 9
2017/4/2, 72, 22, , 10, 2, 7
2017/4/3, 53, 29, , 8, 4, 6
2017/4/4, 64, 38, , 16, 3, 7
2017/4/5, 76, 13, , 10, 2, 6
2017/4/6, 38, 17, , 18, 2, 7
2017/4/7, 54, 11, , 6, 2, 6
2017/4/8, 41, 29, , 11, 2, 8
2017/4/9, 78, 32, , 15, 2, 9
2017/4/10, 76, 17, , 12, 2, 6
2017/4/11, 48, 21, , 14, 3, 7
2017/4/12, 52, 13, , 13, 3, 7
2017/4/13, 40, 20, , 13, 3, 7
2017/4/14, 51, 24, , 14, 4, 8
2017/4/15, 66, 10, , 5, 2, 6
2017/4/16, 35, 14, , 6, 2, 7
2017/4/17, 55, 9, , 7, 1, 6
2017/4/18, 39, 10, , 3, 1, 6
2017/4/19, 46, 14, , 5, , 5
2017/4/20, 49, 34, , 14, 4, 8
2017/4/21, 82, 19, , 10, 3, 7
2017/4/22, 46, 16, , 8, 3, 7
2017/4/23, 36, 23, , 14, 3, 7
2017/4/24, 58, 29, , 16, 3, 9
2017/4/25, 55, 15, , 7, 2, 7
2017/4/26, 42, 11, , 8, 1, 7
2017/4/27, 34, 16, , 13, 2, 9
2017/4/28, 50, 27, , 13, 4, 8
2017/4/29, 63, 31, , 9, 2, 9
2017/4/30, 83, 35, , 8, 4, 9
