date, pm25, pm10, o3, no2, so2, co
2016/11/25, , 53, , , , 
2016/11/26, , 58, , , , 
2016/11/27, , 20, , , , 
2016/11/28, , 13, , , , 
2016/11/29, , 27, , , , 
2016/11/30, , 32, , , , 
2016/12/1, , 17, , , , 
2016/12/2, , 15, , , , 
2016/12/3, , 22, , , , 
2016/12/4, , 55, , , , 
2016/12/5, , 77, , , , 
2016/12/6, , 47, , , , 
2016/12/7, , 50, , , , 
2016/12/8, , 34, , , , 
2016/12/9, , 27, , , , 
2016/12/10, , 17, , , , 
2016/12/11, , 15, , , , 
2016/12/12, , 13, , , , 
2016/12/13, , 49, , , , 
2016/12/14, , 47, , , , 
2016/12/15, , 24, , , , 
2016/12/16, , 51, , , , 
2016/12/17, , 76, , , , 
2016/12/18, , 55, , , , 
2016/12/19, , 66, , , , 
2016/12/20, , 65, , , , 
2016/12/21, , 77, , , , 
2016/12/22, , 56, , , , 
2016/12/23, , 46, , , , 
2016/12/24, , 39, , , , 
2016/12/25, , 16, , , , 
2016/12/26, , 11, , , , 
2016/12/27, , 14, , , , 
2016/12/28, , 13, , , , 
2016/12/29, , 29, , , , 
2016/12/30, , 73, , , , 
2016/12/31, , 80, , , , 
2017/1/1, , 84, , , , 
2016/7/1, , 23, , , , 
2016/7/2, , 23, , , , 
2016/7/3, , 12, , , , 
2016/7/4, , 21, , , , 
2016/7/5, , 23, , , , 
2016/7/6, , 16, , , , 
2016/7/7, , 16, , , , 
2016/7/8, , 26, , , , 
2016/7/9, , 16, , , , 
2016/7/10, , 14, , , , 
2016/7/11, , 23, , , , 
2016/7/12, , 28, , , , 
2016/7/13, , 16, , , , 
2016/7/14, , 12, , , , 
2016/7/15, , 11, , , , 
2016/7/16, , 11, , , , 
2016/7/17, , 15, , , , 
2016/7/18, , 21, , , , 
2016/7/19, , 17, , , , 
2016/7/20, , 16, , , , 
2016/7/21, , 23, , , , 
2016/7/22, , 19, , , , 
2016/7/23, , 23, , , , 
2016/7/24, , 18, , , , 
2016/7/25, , 25, , , , 
2016/7/26, , 31, , , , 
2016/7/27, , 26, , , , 
2016/7/28, , 26, , , , 
2016/7/29, , 22, , , , 
2016/7/30, , 15, , , , 
2016/7/31, , 15, , , , 
2016/8/1, , 11, , , , 
2016/8/2, , 22, , , , 
2016/8/3, , 20, , , , 
2016/8/4, , 23, , , , 
2016/8/5, , 25, , , , 
2016/8/6, , 12, , , , 
2016/8/7, , 18, , , , 
2016/8/8, , 24, , , , 
2016/8/9, , 25, , , , 
2016/8/10, , 9, , , , 
2016/8/11, , 20, , , , 
2016/8/12, , 25, , , , 
2016/8/13, , 18, , , , 
2016/8/14, , 16, , , , 
2016/8/15, , 19, , , , 
2016/8/16, , 32, , , , 
2016/8/17, , 26, , , , 
2016/8/18, , 31, , , , 
2016/8/19, , 35, , , , 
2016/8/20, , 32, , , , 
2016/8/21, , 29, , , , 
2016/8/22, , 22, , , , 
2016/8/23, , 23, , , , 
2016/8/24, , 20, , , , 
2016/8/25, , 21, , , , 
2016/8/26, , 29, , , , 
2016/8/27, , 33, , , , 
2016/8/28, , 29, , , , 
2016/8/29, , 34, , , , 
2016/8/30, , 20, , , , 
2016/8/31, , 26, , , , 
2016/9/1, , 38, , , , 
2016/9/2, , 45, , , , 
2016/9/3, , 43, , , , 
2016/9/4, , 26, , , , 
2016/9/5, , 11, , , , 
2016/9/6, , 14, , , , 
2016/9/7, , 30, , , , 
2016/9/8, , 32, , , , 
2016/9/9, , 42, , , , 
2016/9/10, , 45, , , , 
2016/9/11, , 53, , , , 
2016/9/12, , 38, , , , 
2016/9/13, , 44, , , , 
2016/9/14, , 34, , , , 
2016/9/15, , 36, , , , 
2016/9/16, , 49, , , , 
2016/9/17, , 42, , , , 
2016/9/18, , 35, , , , 
2016/9/19, , 30, , , , 
2016/9/20, , 25, , , , 
2016/9/21, , 29, , , , 
2016/9/22, , 33, , , , 
2016/9/23, , 35, , , , 
2016/9/24, , 45, , , , 
2016/9/25, , 27, , , , 
2016/9/26, , 24, , , , 
2016/9/27, , 32, , , , 
2016/9/28, , 45, , , , 
2016/9/29, , 26, , , , 
2016/9/30, , 33, , , , 
2016/4/1, , 21, , , , 
2016/4/2, , 34, , , , 
2016/4/3, , 28, , , , 
2016/4/4, , 42, , , , 
2016/4/5, , 55, , , , 
2016/4/6, , 43, , , , 
2016/4/7, , 38, , , , 
2016/4/8, , 29, , , , 
2016/4/9, , 23, , , , 
2016/4/10, , 40, , , , 
2016/4/11, , 51, , , , 
2016/4/12, , 62, , , , 
2016/4/13, , 51, , , , 
2016/4/14, , 42, , , , 
2016/4/15, , 27, , , , 
2016/4/16, , 23, , , , 
2016/4/17, , 26, , , , 
2016/4/18, , 19, , , , 
2016/4/19, , 42, , , , 
2016/4/20, , 23, , , , 
2016/4/21, , 35, , , , 
2016/4/22, , 38, , , , 
2016/4/23, , 37, , , , 
2016/4/24, , 16, , , , 
2016/4/25, , 20, , , , 
2016/4/26, , 35, , , , 
2016/4/27, , 21, , , , 
2016/4/28, , 14, , , , 
2016/4/29, , 21, , , , 
2016/4/30, , 20, , , , 
2016/5/1, , 21, , , , 
2016/5/2, , 15, , , , 
2016/5/3, , 16, , , , 
2016/5/4, , 26, , , , 
2016/5/5, , 31, , , , 
2016/5/6, , 25, , , , 
2016/5/7, , 18, , , , 
2016/5/8, , 10, , , , 
2016/5/9, , 22, , , , 
2016/5/10, , 21, , , , 
2016/5/11, , 28, , , , 
2016/5/12, , 23, , , , 
2016/5/13, , 19, , , , 
2016/5/14, , 22, , , , 
2016/5/15, , 22, , , , 
2016/5/16, , 19, , , , 
2016/5/17, , 22, , , , 
2016/5/18, , 24, , , , 
2016/5/19, , 30, , , , 
2016/5/20, , 29, , , , 
2016/5/21, , 36, , , , 
2016/5/22, , 26, , , , 
2016/5/23, , 28, , , , 
2016/5/24, , 25, , , , 
2016/5/25, , 29, , , , 
2016/5/26, , 28, , , , 
2016/5/27, , 35, , , , 
2016/5/28, , 13, , , , 
2016/5/29, , 22, , , , 
2016/5/30, , 23, , , , 
2016/5/31, , 27, , , , 
2016/6/1, , 13, , , , 
2016/6/2, , 14, , , , 
2016/6/3, , 16, , , , 
2016/6/4, , 22, , , , 
2016/6/5, , 21, , , , 
2016/6/6, , 12, , , , 
2016/6/7, , 14, , , , 
2016/6/8, , 24, , , , 
2016/6/9, , 32, , , , 
2016/6/10, , 24, , , , 
2016/6/11, , 27, , , , 
2016/6/13, , 22, , , , 
2016/6/14, , 22, , , , 
2016/6/15, , 25, , , , 
2016/6/16, , 18, , , , 
2016/6/17, , 32, , , , 
2016/6/18, , 14, , , , 
2016/6/19, , 18, , , , 
2016/6/20, , 17, , , , 
2016/6/21, , 22, , , , 
2016/6/22, , 26, , , , 
2016/6/23, , 32, , , , 
2016/6/24, , 40, , , , 
2016/6/25, , 36, , , , 
2016/6/26, , 27, , , , 
2016/6/27, , 15, , , , 
2016/6/28, , 21, , , , 
2016/6/29, , 28, , , , 
2016/6/30, , 24, , , , 
2016/1/23, , 124, , , , 
2016/1/24, , 59, , , , 
2016/1/25, , 44, , , , 
2016/1/26, , 40, , , , 
2016/1/27, , 31, , , , 
2016/1/28, , 19, , , , 
2016/1/29, , 44, , , , 
2016/1/30, , 22, , , , 
2016/1/31, , 14, , , , 
2016/2/1, , 21, , , , 
2016/2/2, , 12, , , , 
2016/2/3, , 21, , , , 
2016/2/4, , 22, , , , 
2016/2/5, , 27, , , , 
2016/2/6, , 45, , , , 
2016/2/7, , 27, , , , 
2016/2/8, , 23, , , , 
2016/2/9, , 11, , , , 
2016/2/10, , 12, , , , 
2016/2/11, , 17, , , , 
2016/2/12, , 21, , , , 
2016/2/13, , 21, , , , 
2016/2/14, , 43, , , , 
2016/2/15, , 29, , , , 
2016/2/16, , 23, , , , 
2016/2/17, , 19, , , , 
2016/2/18, , 37, , , , 
2016/2/19, , 30, , , , 
2016/2/20, , 29, , , , 
2016/2/21, , 12, , , , 
2016/2/22, , 13, , , , 
2016/2/23, , 30, , , , 
2016/2/24, , 30, , , , 
2016/2/25, , 45, , , , 
2016/2/26, , 45, , , , 
2016/2/27, , 56, , , , 
2016/2/28, , 35, , , , 
2016/2/29, , 37, , , , 
2016/3/1, , 19, , , , 
2016/3/2, , 33, , , , 
2016/3/3, , 27, , , , 
2016/3/4, , 41, , , , 
2016/3/5, , 43, , , , 
2016/3/6, , 29, , , , 
2016/3/7, , 38, , , , 
2016/3/8, , 29, , , , 
2016/3/9, , 40, , , , 
2016/3/10, , 17, , , , 
2016/3/11, , 24, , , , 
2016/3/12, , 15, , , , 
2016/3/13, , 18, , , , 
2016/3/14, , 24, , , , 
2016/3/15, , 18, , , , 
2016/3/16, , 35, , , , 
2016/3/17, , 75, , , , 
2016/3/18, , 52, , , , 
2016/3/19, , 18, , , , 
2016/3/20, , 42, , , , 
2016/3/21, , 30, , , , 
2016/3/22, , 22, , , , 
2016/3/23, , 40, , , , 
2016/3/24, , 28, , , , 
2016/3/25, , 50, , , , 
2016/3/26, , 39, , , , 
2016/3/27, , 32, , , , 
2016/3/28, , 28, , , , 
2016/3/29, , 25, , , , 
2016/3/30, , 24, , , , 
2016/3/31, , 29, , , , 
2024/7/27, , , 31, 6, 1, 
2023/8/14, , , 25, 5, 2, 
2021/12/25, , , 15, 12, 4, 9
