date, pm25, pm10, o3, no2, so2, co
2021/2/27, 76, 29, 24, 7, 3, 4
2021/2/28, 88, 37, 16, 14, 3, 5
2021/3/1, 84, 57, 19, 20, 4, 8
2021/3/2, 131, 57, 22, 24, 4, 11
2021/3/3, 130, 58, 18, 15, 5, 7
2021/3/4, 137, 25, 21, 13, 1, 5
2021/3/5, 79, 38, 24, 14, 4, 5
2021/3/6, 103, 26, 32, 8, 3, 5
2021/3/7, 86, 36, 24, 17, 4, 6
2021/3/8, 92, 44, 28, 16, 4, 7
2021/3/9, 118, 48, 34, 16, 3, 7
2021/3/10, 114, 40, 29, 16, 2, 8
2021/3/11, 113, 16, 26, 12, 2, 6
2021/3/12, 60, 12, 32, 8, 2, 7
2021/3/13, 58, 11, 33, 6, 2, 4
2021/3/14, 38, 38, 24, 18, 4, 7
2021/3/15, 93, 48, 19, 18, 4, 10
2021/3/16, 120, 25, 27, 8, 2, 5
2021/3/17, 78, 23, 28, 12, 2, 5
2021/3/18, 66, 45, 24, 19, 4, 7
2021/3/19, 116, 23, 23, 10, 3, 5
2021/3/20, 63, 23, 27, 8, 3, 5
2021/3/21, 86, 22, 33, 11, 2, 5
2021/3/22, 58, 37, 24, 13, 5, 5
2021/3/23, 100, 36, 23, 12, 5, 6
2021/3/24, 99, 57, 30, 19, 5, 9
2021/3/25, 137, 66, 38, 20, 4, 10
2021/3/26, 149, 39, 41, 13, 2, 8
2021/3/27, 99, 20, 33, 11, 2, 5
2021/3/28, 61, 35, 28, 19, 2, 7
2021/3/29, 100, 44, 13, 20, 3, 9
2021/3/30, 108, 48, 33, 16, 3, 10
2021/3/31, 113, 39, 48, 13, 2, 8
2020/10/1, 46, 18, 12, 9, 1, 7
2020/10/2, 66, 21, 25, 8, 2, 6
2020/10/3, 63, 13, 28, 8, 1, 5
2020/10/4, 32, 18, 19, 13, 1, 6
2020/10/5, 39, 22, 22, 14, 1, 6
2020/10/6, 42, 30, 13, 16, 1, 6
2020/10/7, 63, 30, 9, 14, 2, 7
2020/10/8, 83, 38, 14, 14, 1, 9
2020/10/9, 75, 28, 14, 10, 1, 8
2020/10/10, 70, 14, 14, 5, 1, 4
2020/10/11, 57, 14, 14, 9, 1, 5
2020/10/12, 43, 9, 14, 13, 1, 5
2020/10/13, 37, 7, 16, 8, 1, 5
2020/10/14, 24, 20, 11, 10, 1, 6
2020/10/15, 49, 21, 5, 7, 1, 7
2020/10/16, 73, 9, 10, 6, 1, 4
2020/10/17, 37, 12, 18, 5, 2, 3
2020/10/18, 55, 20, 14, 12, 2, 5
2020/10/19, 65, 28, 21, 15, 1, 9
2020/10/20, 82, 42, 10, 18, 2, 10
2020/10/21, 105, 51, 11, 19, 2, 10
2020/10/22, 130, 56, 6, 16, 2, 10
2020/10/23, 143, 44, 11, 12, 2, 9
2020/10/24, 124, 32, 6, 7, 1, 8
2020/10/25, 119, 21, 20, 9, 1, 9
2020/10/26, 79, 26, 21, 14, 2, 9
2020/10/27, 76, 48, 7, 13, 2, 8
2020/10/28, 126, 27, 15, 11, 1, 7
2020/10/29, 83, 15, 15, 13, 1, 6
2020/10/30, 56, 20, 22, 8, 1, 5
2020/10/31, 56, 33, 6, 9, 1, 7
2020/11/1, 109, 40, 1, 15, 1, 12
2020/11/2, 119, 25, 6, 12, 2, 9
2020/11/3, 91, 19, 14, 12, 1, 6
2020/11/4, 64, 34, 11, 15, 1, 6
2020/11/5, 83, 41, 13, 17, 2, 7
2020/11/6, 113, 46, 14, 11, 2, 8
2020/11/7, 136, 40, 12, 13, 2, 9
2020/11/8, 113, 42, 15, 8, 1, 9
2020/11/9, 145, 23, 12, 6, 1, 6
2020/11/10, 83, 24, 9, 6, 1, 6
2020/11/11, 89, 31, 8, 11, 1, 7
2020/11/12, 110, 24, 10, 16, 2, 8
2020/11/13, 75, 40, 6, 14, 2, 8
2020/11/14, 125, 49, 9, 14, 3, 11
2020/11/15, 135, 39, 5, 15, 2, 8
2020/11/16, 99, 44, 8, 18, 3, 8
2020/11/17, 109, 31, 10, 18, 2, 8
2020/11/18, 102, 26, 17, 14, 2, 9
2020/11/19, 99, 27, 18, 14, 2, 5
2020/11/20, 67, 45, 17, 17, 2, 7
2020/11/21, 113, 34, 21, 12, 4, 7
2020/11/22, 103, 31, 11, 14, 4, 6
2020/11/23, 92, 38, 13, 18, 3, 8
2020/11/24, 103, 64, 3, 22, 3, 12
2020/11/25, 162, 55, 8, 17, 3, 9
2020/11/26, 140, 48, 2, 13, 4, 8
2020/11/27, 146, 31, 6, 12, 3, 7
2020/11/28, 103, 20, 5, 8, 2, 6
2020/11/29, 80, 38, 4, 12, 3, 9
2020/11/30, 132, 43, 6, 18, 2, 10
2020/12/1, 105, 49, 8, 11, 1, 8
2020/12/2, 142, 58, 6, 16, 2, 11
2020/12/3, 164, 47, 15, 18, 2, 11
2020/12/4, 101, , , , , 11
2020/12/5, 73, , , , , 8
2020/12/6, 75, 20, 6, 9, 3, 6
2020/12/7, 78, 28, 7, 8, 2, 8
2020/12/8, 100, 34, 6, 7, 2, 7
2020/12/9, 117, 32, 5, 8, 2, 7
2020/12/10, 103, 46, 2, 12, 2, 11
2020/12/11, 149, 30, 6, 11, 1, 8
2020/12/12, 118, 25, 2, 13, 3, 8
2020/12/13, 89, 26, 12, 11, 3, 8
2020/12/14, 90, 45, 6, 13, 1, 10
2020/12/15, 145, 64, 2, 19, 3, 15
2020/12/16, 171, 69, 1, 16, 4, 13
2020/12/17, 172, 50, 1, 16, 4, 12
2020/12/18, 141, 44, 2, 14, 3, 11
2020/12/19, 136, 41, 2, 13, 2, 11
2020/12/20, 145, 57, 1, 16, 2, 13
2020/12/21, 156, 52, 4, 16, 2, 16
2020/12/22, 153, 30, 3, 14, 2, 12
2020/12/23, 89, 17, 14, 13, 2, 11
2020/12/24, 77, 9, 18, 5, 2, 4
2020/12/25, 41, 17, 18, 8, 3, 5
2020/12/26, 68, 20, 18, 10, 2, 8
2020/12/27, 83, 9, 23, 7, 2, 7
2020/12/28, 41, 10, 25, 10, 2, 8
2020/12/29, 30, 36, 14, 20, 2, 11
2020/12/30, 81, 39, 5, 15, 5, 9
2020/12/31, 107, 42, 10, 8, 3, 7
2021/1/1, 109, 45, 4, 12, 2, 11
2021/1/2, 123, 57, 4, 14, 2, 13
2021/1/3, 132, 54, 4, 14, 2, 13
2020/7/1, 38, 10, 30, 11, , 4
2020/7/2, 38, 15, 20, 10, , 4
2020/7/3, 57, 19, 37, 10, , 4
2020/7/4, 53, 15, 31, 9, , 4
2020/7/5, 46, 14, 22, 8, , 4
2020/7/6, 35, 18, 22, 8, 1, 3
2020/7/7, 30, 14, 22, 12, , 3
2020/7/8, 40, 12, 27, 9, , 4
2020/7/9, 45, 21, 32, 13, 1, 5
2020/7/10, 51, 11, 22, 7, , 3
2020/7/11, 31, 12, 22, 6, , 3
2020/7/12, 29, 18, 18, 11, 1, 4
2020/7/13, 35, 17, 31, 9, , 4
2020/7/14, 29, 19, 33, 9, , 4
2020/7/15, 43, 14, 21, 13, , 5
2020/7/16, 50, 18, 24, 8, 1, 4
2020/7/17, 60, 16, 24, 8, , 5
2020/7/18, 60, 13, 33, 5, , 4
2020/7/19, 52, 14, 33, 8, , 4
2020/7/20, 48, 24, 25, 12, 1, 4
2020/7/21, 65, 25, 36, 12, , 
2020/7/23, 45, 20, 41, 9, , 4
2020/7/24, 53, 19, 41, 11, 1, 4
2020/7/25, 52, 15, 37, 7, , 4
2020/7/26, 47, 18, 37, 14, , 5
2020/7/27, 50, 17, 30, 15, , 5
2020/7/28, 48, 21, 40, 14, , 4
2020/7/29, 53, 26, 45, 17, 1, 5
2020/7/30, 57, 29, 37, 17, 1, 4
2020/7/31, 48, 17, 29, 10, , 4
2020/8/1, 41, 18, 34, 11, , 4
2020/8/2, 44, 19, 32, 11, , 5
2020/8/3, 52, 17, 22, 9, 1, 5
2020/8/4, 65, 10, 21, 5, , 4
2020/8/5, 43, 21, 35, 9, , 5
2020/8/6, 60, 35, 49, 13, , 6
2020/8/7, 77, 35, 43, 12, , 5
2020/8/8, 82, 24, 37, 9, , 5
2020/8/9, 67, 14, 38, 8, , 5
2020/8/10, 63, 24, 33, 15, , 5
2020/8/11, 54, 26, 39, 10, 1, 5
2020/8/12, 47, 26, 45, 14, , 5
2020/8/13, 53, 25, 47, 10, , 5
2020/8/14, 59, 27, 38, 5, 1, 4
2020/8/15, 58, 17, 37, 5, , 4
2020/8/16, 47, 14, 29, 14, , 5
2020/8/17, 53, 14, 19, 17, , 5
2020/8/21, 52, 18, 37, 14, , 5
2020/8/22, 52, 10, 24, 13, , 4
2020/8/23, 42, 16, 30, 17, , 4
2020/8/24, 43, 20, 26, 17, 1, 5
2020/8/25, 47, 22, 28, 14, , 5
2020/8/26, 40, 9, 22, 12, 1, 3
2020/8/27, 24, 14, 29, 17, , 5
2020/8/28, 41, 17, 30, 13, 1, 5
2020/8/29, 47, 17, 34, 14, 1, 5
2020/8/30, 50, 9, 27, 12, , 4
2020/8/31, 22, 7, 18, 8, 1, 5
2020/9/1, 39, 11, 18, 11, 1, 5
2020/9/2, 29, 22, 26, 15, , 5
2020/9/3, 42, 18, 27, 16, , 5
2020/9/4, 45, 10, 22, 14, , 4
2020/9/5, 41, 9, 16, 9, , 4
2020/9/6, 39, 16, 20, 13, 1, 5
2020/9/7, 54, 18, 26, 15, , 5
2020/9/8, 49, 22, 30, 20, , 5
2020/9/9, 53, 21, 9, 16, , 6
2020/9/10, 58, 24, 26, 13, 1, 6
2020/9/11, 51, 26, 28, 14, , 6
2020/9/12, 55, 24, 34, 16, , 5
2020/9/13, 65, 31, 29, 20, 1, 7
2020/9/14, 66, 29, 33, 16, , 7
2020/9/15, 81, 38, 30, 19, , 9
2020/9/16, 80, 28, 17, 16, , 6
2020/9/17, 60, 23, 22, 13, , 5
2020/9/18, 32, 24, 28, 14, , 6
2020/9/19, 52, 28, 25, 11, 1, 5
2020/9/20, 68, 34, 30, 18, , 7
2020/9/21, 57, 42, 35, 17, , 8
2020/9/22, 73, 41, 13, 19, , 8
2020/9/23, 79, 29, 25, 17, , 7
2020/9/24, 77, 23, 23, 12, , 7
2020/9/25, 67, 7, 22, 5, , 5
2020/9/26, 32, 7, 15, 7, , 3
2020/9/27, 22, 13, 7, 11, , 6
2020/9/28, 53, 18, 11, 10, , 6
2020/9/29, 67, 15, 5, 12, , 6
2020/9/30, 66, 12, 4, 11, 1, 6
2020/4/1, 120, 35, 41, 19, 2, 7
2020/4/2, 106, 33, 34, 15, 2, 6
2020/4/3, 93, 37, 39, 12, 2, 5
2020/4/4, 88, 40, 43, 7, 1, 5
2020/4/5, 92, 40, 44, 15, 1, 6
2020/4/6, 80, 50, 42, 21, 1, 7
2020/4/7, 96, 41, 44, 20, 1, 7
2020/4/8, 95, 40, 48, 19, 1, 6
2020/4/9, 94, 25, 37, 11, 1, 4
2020/4/10, 50, 36, 44, 8, 1, 5
2020/4/11, 83, 24, 45, 7, 1, 5
2020/4/12, 58, 20, 42, 5, 1, 4
2020/4/13, 64, 21, 31, 5, 1, 3
2020/4/14, 35, 27, 35, 9, 2, 4
2020/4/15, 66, 25, 43, 13, 1, 5
2020/4/16, 61, 36, 38, 18, 1, 5
2020/4/17, 63, 26, 43, 6, 1, 4
2020/4/18, 51, 17, 39, 4, 1, 4
2020/4/19, 41, 23, 37, 11, 1, 5
2020/4/20, 50, 29, 38, 9, , 5
2020/4/21, 69, 29, 42, 12, , 5
2020/4/22, 61, 34, 44, 18, , 6
2020/4/23, 63, 35, 46, 17, 1, 6
2020/4/24, 75, 33, 36, 7, 1, 4
2020/4/25, 62, 19, 37, 11, 1, 4
2020/4/26, 44, 27, 42, 17, 1, 6
2020/4/27, 64, 30, 42, 19, , 7
2020/4/28, 65, 26, 40, 11, , 6
2020/4/29, 71, 32, 41, 8, 1, 5
2020/4/30, 86, 23, 24, 7, , 5
2020/5/1, 68, 13, 33, 6, , 5
2020/5/2, 49, 13, 32, 5, 1, 4
2020/5/3, 50, 27, 36, 15, 1, 6
2020/5/4, 75, 20, 33, 11, , 5
2020/5/5, 48, 20, 25, 9, 1, 5
2020/5/6, 67, 26, 31, 10, 1, 5
2020/5/7, 59, 32, 42, 18, 1, 6
2020/5/8, 78, 28, 58, 12, , 7
2020/5/9, 64, 24, 44, 8, , 6
2020/5/10, 57, 23, 39, 11, , 6
2020/5/11, 44, 14, 28, 9, , 5
2020/5/12, 26, 21, 23, 8, , 5
2020/5/13, 50, 16, 26, 8, , 4
2020/5/14, 51, 29, 25, 12, , 6
2020/5/15, 90, 27, 38, 13, , 4
2020/5/16, 75, 26, 38, 12, , 4
2020/5/17, 71, 27, 37, 17, , 5
2020/5/18, 59, 24, 40, 11, , 4
2020/5/19, 59, 13, 33, 6, , 3
2020/5/20, 25, 18, 32, 11, , 3
2020/5/21, 27, 17, 33, 10, , 4
2020/5/22, 33, 24, 39, 11, , 3
2020/5/23, 46, 13, 28, 3, , 2
2020/5/24, 29, 11, 18, 9, , 4
2020/5/25, 41, 14, 22, 9, , 5
2020/5/26, 48, 22, 24, 12, 1, 4
2020/5/27, 61, 23, 34, 11, 1, 4
2020/5/28, 61, 20, 26, 9, , 3
2020/5/29, 35, 17, 22, 8, 1, 3
2020/5/30, 37, 14, 21, 8, , 4
2020/5/31, 18, 27, 31, 8, , 5
2020/6/1, 29, 20, 31, 13, 1, 4
2020/6/2, 37, 22, 28, 10, 1, 4
2020/6/3, 51, 18, 35, 7, , 5
2020/6/4, 54, 8, 25, 12, 1, 5
2020/6/5, 34, 10, 25, 7, 1, 4
2020/6/6, 26, 19, 32, 7, 1, 4
2020/6/7, 53, 20, 20, 9, 1, 4
2020/6/8, 61, 19, 19, 5, , 5
2020/6/9, 60, 25, 25, 7, , 6
2020/6/10, 79, 14, 32, 7, 1, 4
2020/6/11, 65, 27, 31, 12, 1, 5
2020/6/12, 71, 26, 37, 6, 1, 5
2020/6/13, 65, 17, 22, 3, 1, 3
2020/6/14, 54, 15, 29, 6, 1, 4
2020/6/15, 47, 21, 26, 12, 1, 5
2020/6/16, 58, 21, 24, 11, , 5
2020/6/17, 67, 23, 35, 10, , 5
2020/6/18, 74, 18, 27, 10, , 5
2020/6/19, 66, 8, 19, 4, , 3
2020/6/20, 44, 10, 17, 4, , 3
2020/6/21, 46, 12, 21, 7, , 4
2020/6/22, 48, 15, 30, 5, , 3
2020/6/23, 33, 20, 19, 10, , 4
2020/6/24, 56, 18, 30, 6, , 4
2020/6/25, 62, 16, 29, 7, , 5
2020/6/26, 56, 14, 33, 11, , 4
2020/6/27, 56, 12, 37, 10, , 4
2020/6/28, 41, 16, 27, 10, , 5
2020/6/29, 49, 14, 30, 10, 1, 4
2020/6/30, 34, 16, 32, 14, , 4
2020/1/1, 71, 68, 8, 26, 4, 15
2020/1/2, 145, 67, 22, 25, 4, 18
2020/1/3, 145, 11, 24, 7, , 4
2020/1/4, 35, 16, 26, 8, , 4
2020/1/5, 45, 41, 15, 18, 2, 8
2020/1/6, 99, 52, 8, 27, 3, 10
2020/1/7, 121, 46, 13, 21, 4, 9
2020/1/8, 156, 47, 3, 21, 2, 10
2020/1/9, 105, 53, 9, 20, 6, 10
2020/1/10, 141, 22, 13, 11, 2, 5
2020/1/11, 75, 25, 17, 15, 2, 7
2020/1/12, 80, 41, 10, 23, 3, 9
2020/1/13, 94, 73, 2, 21, 2, 14
2020/1/14, 165, 69, 4, 26, 4, 15
2020/1/15, 159, 67, 2, 25, 4, 16
2020/1/16, 161, 59, 3, 19, 1, 14
2020/1/17, 149, 60, 5, 17, 6, 13
2020/1/18, 150, 46, 14, 14, 3, 10
2020/1/19, 122, 31, 18, 15, 2, 6
2020/1/20, 86, 35, 20, 14, 4, 7
2020/1/21, 91, 31, 13, 13, 4, 7
2020/1/22, 92, 36, 16, 20, 3, 8
2020/1/23, 92, 56, 17, 20, 5, 13
2020/1/24, 147, 49, 13, 17, 6, 9
2020/1/25, 125, 64, 9, 16, 7, 10
2020/1/26, 153, 68, 6, 24, 7, 14
2020/1/27, 160, 59, 19, 27, 3, 19
2020/1/28, 142, 11, 25, 9, 3, 6
2020/1/29, 42, 12, 22, 10, 2, 6
2020/1/30, 48, 11, 20, 12, 3, 6
2020/1/31, 45, 10, 24, 10, 2, 7
2020/2/1, 41, 9, 27, 7, 2, 5
2020/2/2, 28, 12, 18, 14, 2, 6
2020/2/3, 46, 8, 25, 13, 1, 6
2020/2/4, 34, 14, 24, 10, 1, 5
2020/2/5, 30, 29, 13, 13, 4, 5
2020/2/6, 86, 22, 23, 15, 2, 6
2020/2/7, 62, 50, 17, 25, 2, 9
2020/2/8, 113, 40, 26, 18, 1, 16
2020/2/9, 187, 10, 32, 8, 2, 
2020/2/24, 62, 14, 20, 15, 1, 7
2020/2/25, 54, 12, 25, 14, 2, 6
2020/2/26, 43, 15, 23, 14, 1, 6
2020/2/27, 52, 26, 20, 16, 2, 7
2020/2/28, 78, 13, 27, 10, 1, 6
2020/2/29, 56, 15, 26, 12, 1, 7
2020/3/1, 58, 18, 21, 18, 2, 8
2020/3/2, 62, 18, 15, 17, 2, 8
2020/3/3, 63, 24, 18, 17, 2, 5
2020/3/4, 69, 30, 33, 15, 1, 8
2020/3/5, 106, 29, 19, 22, 2, 9
2020/3/6, 84, 16, 19, 12, 2, 6
2020/3/7, 57, 32, 24, 14, 2, 6
2020/3/8, 78, 49, 30, 25, 1, 10
2020/3/9, 102, 38, 25, 21, 3, 9
2020/3/10, 14, 10, 25, 10, 1, 5
2020/3/11, 49, 13, 27, 10, 1, 6
2020/3/12, 51, 12, 27, 10, 1, 4
2020/3/13, 39, 13, 33, 9, 1, 3
2020/3/14, 37, 22, 35, 6, 1, 4
2020/3/15, 66, 39, 29, 21, 2, 6
2020/3/16, 88, 53, 32, 24, 4, 8
2020/3/17, 115, 57, 35, 22, 3, 9
2020/3/18, 127, 45, 38, 18, 1, 9
2020/3/19, 119, 39, 23, 11, 1, 5
2020/3/20, 100, 11, 27, 3, 1, 3
2020/3/21, 48, 7, 29, 3, 1, 3
2020/3/22, 40, 26, 34, 4, 1, 4
2020/3/23, 62, 25, 35, 4, 1, 4
2020/3/24, 66, 27, 38, 4, 1, 4
2020/3/25, 76, 35, 37, 7, 2, 5
2020/3/26, 88, 42, 43, 8, 2, 5
2020/3/27, 105, 51, 40, 18, 1, 6
2020/3/28, 127, 77, 12, 13, 5, 9
2020/3/29, 173, , , , , 
2019/10/1, 27, 28, 15, 19, 3, 8
2019/10/2, 48, 19, 18, 12, , 6
2019/10/3, 48, 24, 15, 13, , 7
2019/10/4, 61, 17, 19, 7, , 7
2019/10/5, 55, 16, 21, 7, , 6
2019/10/6, 51, 34, 24, 16, 1, 7
2019/10/7, 83, 31, 19, 17, 1, 9
2019/10/8, 71, 23, 10, 16, 1, 8
2019/10/9, 60, 12, 22, 11, , 6
2019/10/10, 34, 20, 21, 16, , 8
2019/10/11, 40, 24, 24, 18, 1, 10
2019/10/12, 45, 31, 22, 17, 1, 10
2019/10/13, 65, 45, 21, 20, 1, 12
2019/10/14, 75, 43, 28, 18, 1, 12
2019/10/15, 84, 28, 22, 17, 1, 9
2019/10/16, 50, 31, 28, 18, 1, 10
2019/10/17, 55, 48, 25, 21, 2, 11
2019/10/18, 79, 43, 19, 18, 2, 12
2019/10/19, 87, 37, 24, 16, 1, 11
2019/10/20, 73, 51, 14, 25, 2, 9
2019/10/21, 87, 50, 21, 20, 2, 11
2019/10/22, 93, 46, 8, 14, 1, 10
2019/10/23, 111, 49, 10, 19, 1, 13
2019/10/24, 98, 57, 18, 23, 2, 10
2019/10/25, 108, 56, 19, 18, 2, 11
2019/10/26, 122, 38, 25, 16, 2, 8
2019/10/27, 87, 26, 21, 15, 1, 5
2019/10/28, 59, 47, 13, 15, 3, 7
2019/10/29, 104, 26, 23, 12, 1, 6
2019/10/30, 67, 62, 10, 19, 2, 9
2019/10/31, 144, 55, 9, 14, 1, 9
2019/11/1, 145, 41, 8, 17, 2, 11
2019/11/2, 95, 17, 26, 6, 1, 7
2019/11/3, 45, 13, 17, 15, 1, 8
2019/11/4, 39, 22, 14, 19, 1, 10
2019/11/5, 49, 40, 14, 19, 2, 9
2019/11/6, 79, 57, 7, 22, 2, 14
2019/11/7, 98, 33, 4, 13, 1, 13
2019/11/8, 86, 26, 2, 12, 2, 13
2019/11/9, 72, 16, 8, 9, 2, 9
2019/11/10, 57, 21, 19, 9, 1, 8
2019/11/11, 66, 21, 11, 16, 2, 12
2019/11/12, 56, 28, 16, 16, 2, 11
2019/11/13, 80, 21, 11, 12, 2, 8
2019/11/14, 62, 34, 5, 10, 1, 10
2019/11/15, 80, 30, 16, 15, 2, 13
2019/11/16, 68, 30, 15, 11, 2, 11
2019/11/17, 70, 48, 10, 23, 2, 14
2019/11/18, 81, 49, 6, 27, 2, 14
2019/11/19, 82, 46, 7, 13, 2, 12
2019/11/20, 108, 28, 12, 11, 2, 8
2019/11/21, 62, 30, 6, 7, 1, 9
2019/11/22, 63, 36, 4, 8, 1, 10
2019/11/23, 93, 43, 7, 6, 1, 17
2019/11/24, 84, 31, 3, 6, 1, 10
2019/11/25, 87, 40, 2, 9, 2, 11
2019/11/26, 97, 35, 2, 12, 2, 13
2019/11/27, 91, 74, 1, 22, 4, 23
2019/11/28, 140, 12, 16, 13, 2, 9
2019/11/29, 39, 22, 22, 13, 3, 8
2019/11/30, 64, 44, 17, 23, 4, 12
2019/12/1, 106, 44, 13, 19, 4, 11
2019/12/2, 106, 26, 16, 20, 2, 9
2019/12/3, 78, 55, 6, 29, 3, 14
2019/12/4, 121, 64, 3, 28, 5, 16
2019/12/5, 149, 52, 8, 22, 6, 12
2019/12/6, 129, 33, 11, 16, 5, 10
2019/12/7, 97, 14, 20, 16, 3, 10
2019/12/8, 48, 28, 12, 24, 3, 12
2019/12/9, 73, 25, 15, 18, 3, 9
2019/12/10, 72, 40, 14, 23, 3, 10
2019/12/11, 102, 78, 2, 31, 4, 17
2019/12/12, 161, 70, 2, 24, 5, 13
2019/12/13, 163, 13, 20, 16, 4, 10
2019/12/14, 45, 13, 26, 15, 3, 9
2019/12/15, 64, 34, 18, 23, 2, 13
2019/12/16, 82, 80, 1, 34, 2, 22
2019/12/17, 158, 57, 2, 27, 2, 22
2019/12/18, 129, 52, 2, 14, , 19
2019/12/19, 129, 35, 20, 22, 1, 16
2019/12/20, 64, 22, 23, 13, 1, 10
2019/12/21, 48, 27, 12, 15, 1, 9
2019/12/22, 64, 21, 10, 17, , 10
2019/12/23, 65, 15, 19, 11, 1, 7
2019/12/24, 43, 21, 13, 12, 1, 9
2019/12/25, 64, 15, 17, 7, 1, 7
2019/12/26, 50, 12, 14, 11, , 7
2019/12/27, 46, 6, 17, 5, , 6
2019/12/28, 31, 13, 20, 8, , 
2019/12/29, 46, , , , , 
2019/7/1, 49, 24, 47, 12, 3, 3
2019/7/2, 44, 27, 38, 16, 3, 3
2019/7/3, 43, 25, 42, 19, 3, 3
2019/7/4, 52, 26, 39, 16, 3, 3
2019/7/5, 51, 23, 50, 18, 3, 3
2019/7/6, 50, 21, 40, 11, 3, 3
2019/7/7, 57, 18, 33, 9, 3, 2
2019/7/8, 35, 18, 32, 12, 3, 2
2019/7/9, 34, 19, 28, 9, 3, 2
2019/7/10, 34, 18, 25, 12, 3, 3
2019/7/11, 47, 20, 37, 15, 3, 3
2019/7/12, 47, 16, 31, 13, 3, 4
2019/7/13, 51, 15, 23, 11, 2, 3
2019/7/14, 46, 20, 36, 14, 2, 4
2019/7/15, 45, 24, 32, 14, 3, 3
2019/7/16, 55, 21, 27, 13, 3, 3
2019/7/17, 36, 25, 40, 17, 3, 4
2019/7/18, 50, 23, 44, 19, 3, 4
2019/7/19, 52, 21, 48, 14, 2, 4
2019/7/20, 45, 15, 44, 12, 2, 4
2019/7/21, 38, 23, 38, 18, 3, 4
2019/7/22, 46, 18, 16, 15, 2, 4
2019/7/23, 46, 22, 19, 12, 3, 5
2019/7/24, 47, 20, 35, 14, 3, 4
2019/7/25, 39, 27, 42, 12, 3, 5
2019/7/26, 54, 22, 40, 11, 3, 5
2019/7/27, 50, 18, 46, 9, 3, 4
2019/7/28, 46, 20, 54, 13, 3, 4
2019/7/29, 46, 23, 40, 14, 3, 5
2019/7/30, 54, 24, 29, 11, 3, 5
2019/7/31, 57, 23, 40, 11, 3, 4
2019/8/1, 56, 22, 42, 12, 4, 5
2019/8/2, 46, 16, 29, 13, 3, 4
2019/8/3, 42, 18, 33, 12, 3, 3
2019/8/4, 43, 15, 43, 14, 2, 4
2019/8/5, 36, 18, 45, 17, 2, 4
2019/8/6, 37, 17, 35, 14, 2, 5
2019/8/7, 38, 18, 36, 15, 2, 4
2019/8/8, 42, 23, 41, 19, 2, 5
2019/8/9, 44, 18, 36, 12, 2, 4
2019/8/10, 40, 7, 39, 6, 2, 4
2019/8/11, 23, 22, 44, 11, 2, 5
2019/8/12, 48, 16, 30, 14, 2, 4
2019/8/13, 37, 18, 22, 16, 2, 4
2019/8/14, 40, 16, 42, 9, 2, 4
2019/8/15, 42, 18, 23, 16, 2, 4
2019/8/16, 46, 14, 36, 13, 2, 4
2019/8/17, 42, 14, 28, 13, 2, 5
2019/8/18, 33, 19, 44, 15, 2, 4
2019/8/19, 37, 12, 32, 8, 2, 5
2019/8/20, 30, 13, 23, 10, 1, 4
2019/8/21, 34, 16, 34, 8, 1, 4
2019/8/22, 52, 22, 40, 8, 2, 5
2019/8/23, 55, 22, 42, 6, 2, 5
2019/8/24, 58, 27, 39, 9, 2, 5
2019/8/25, 62, 31, 40, 13, 2, 6
2019/8/26, 59, 33, 36, 16, 2, 6
2019/8/27, 61, 29, 45, 13, 2, 6
2019/8/28, 58, 33, 42, 17, 2, 6
2019/8/29, 62, 29, 58, 16, 2, 6
2019/8/30, 63, 24, 52, 7, 2, 6
2019/8/31, 60, 24, 44, 11, 2, 5
2019/9/1, 63, 17, 30, 13, 2, 4
2019/9/2, 47, 15, 23, 12, 2, 5
2019/9/3, 39, 19, 39, 12, 2, 5
2019/9/4, 44, 24, 37, 18, 2, 5
2019/9/5, 52, 20, 31, 12, 2, 5
2019/9/6, 39, 22, 23, 11, 2, 6
2019/9/7, 59, 11, 35, 6, 2, 5
2019/9/8, 40, 20, 24, 10, 2, 5
2019/9/9, 55, 12, 29, 12, 3, 5
2019/9/10, 34, 27, 38, 14, 2, 6
2019/9/11, 49, 30, 39, 18, 2, 6
2019/9/12, 62, 24, 30, 15, 2, 5
2019/9/13, 48, 20, 28, 10, 2, 4
2019/9/14, 41, 19, 32, 13, 3, 5
2019/9/15, 51, 24, 25, 15, 3, 5
2019/9/16, 50, 14, 24, 7, 3, 4
2019/9/17, 33, 18, 24, 10, 3, 4
2019/9/18, 36, 21, 21, 12, 3, 4
2019/9/19, 54, 26, 19, 15, 3, 5
2019/9/20, 63, 30, 29, 15, 3, 6
2019/9/21, 66, 29, 32, 12, 3, 7
2019/9/22, 69, 29, 21, 11, 3, 7
2019/9/23, 69, 52, 17, 8, 3, 6
2019/9/24, 111, 46, 6, 17, 3, 9
2019/9/25, 108, 22, 21, 14, 3, 6
2019/9/26, 52, 22, 19, 17, 3, 7
2019/9/27, 48, 15, 23, 14, 3, 5
2019/9/28, 31, 10, 24, 12, 3, 6
2019/9/29, 28, 14, 27, 6, 3, 4
2019/9/30, 23, 13, 27, 15, 3, 7
2019/4/1, 45, 24, 40, 6, 3, 4
2019/4/2, 61, 39, 42, 11, 3, 6
2019/4/3, 80, 41, 44, 12, 4, 7
2019/4/4, 86, 41, 41, 15, 4, 8
2019/4/5, 79, 43, 26, 13, 3, 7
2019/4/6, 92, 31, 39, 16, 3, 7
