date, pm25, pm10, o3, no2, so2, co
2019/4/7, 74, 36, 42, 16, 4, 8
2019/4/8, 91, 44, 46, 13, 4, 6
2019/4/9, 94, 30, 31, 7, 3, 5
2019/4/10, 65, 25, 30, 9, 3, 6
2019/4/11, 67, 23, 25, 8, 2, 6
2019/4/12, 65, 35, 25, 11, 2, 6
2019/4/13, 91, 31, 40, 7, 3, 6
2019/4/14, 83, 32, 41, 12, 4, 6
2019/4/15, 71, 32, 42, 12, 2, 6
2019/4/16, 73, 37, 31, 22, 2, 7
2019/4/17, 74, 43, 45, 19, 2, 8
2019/4/18, 96, 40, 49, 20, 2, 7
2019/4/19, 82, 30, 48, 15, 2, 7
2019/4/20, 62, 23, 43, 13, 2, 
2019/4/21, 52, 17, 40, 6, 2, 
2019/4/22, 54, 17, 41, 5, 1, 
2019/4/23, 50, 21, 38, 5, 1, 
2019/4/24, 51, 38, 35, 21, 1, 
2019/4/25, 63, 46, 32, 21, 1, 
2019/4/26, 58, 26, 19, 13, 2, 
2019/4/27, 52, 19, 19, 10, 1, 
2019/4/28, 59, 12, 21, 13, 2, 
2019/4/29, 43, 18, 13, 16, 2, 
2019/4/30, 52, 26, 43, 11, 2, 4
2019/5/1, 60, 28, 45, 14, 2, 4
2019/5/2, 58, 25, 28, 13, 3, 5
2019/5/3, 63, 16, 38, 9, 2, 4
2019/5/4, 45, 13, 27, 8, 1, 4
2019/5/5, 46, 15, 28, 15, 2, 5
2019/5/6, 36, 25, 31, 16, 2, 4
2019/5/7, 53, 24, 39, 11, 2, 6
2019/5/8, 61, 27, 31, 19, 2, 7
2019/5/9, 68, 16, 27, 14, 2, 6
2019/5/10, 48, 17, 43, 11, 2, 6
2019/5/11, 47, 21, 28, 9, 2, 5
2019/5/12, 62, 11, 27, 13, 1, 4
2019/5/13, 38, 8, 24, 12, 1, 5
2019/5/14, 30, 9, 11, 13, 1, 6
2019/5/15, 32, 17, 26, 11, 2, 6
2019/5/16, 49, 32, 31, 16, 3, 6
2019/5/17, 70, 21, 40, 11, 2, 6
2019/5/18, 53, 18, 32, 11, 2, 7
2019/5/19, 44, 16, 36, 13, 2, 5
2019/5/20, 36, 18, 25, 18, 2, 5
2019/5/21, 39, 11, 27, 13, 2, 5
2019/5/22, 27, 6, 14, 10, 2, 6
2019/5/23, 29, 30, 12, 16, 2, 7
2019/5/24, 78, 29, 48, 16, 3, 7
2019/5/25, 69, 29, 47, 17, 2, 6
2019/5/26, 67, 22, 37, 15, 2, 6
2019/5/27, 53, 16, 25, 14, 2, 6
2019/5/28, 41, 19, 17, 13, 2, 5
2019/5/29, 43, 19, 20, 13, 1, 5
2019/5/30, 43, 32, 40, 18, 3, 6
2019/5/31, 61, 25, 33, 14, 2, 7
2019/6/1, 58, 17, 41, 8, 2, 5
2019/6/2, 45, 18, 38, 10, 2, 5
2019/6/3, 42, 22, 44, 10, 2, 6
2019/6/4, 50, 22, 40, 6, 3, 5
2019/6/5, 50, 14, 40, 10, 2, 5
2019/6/6, 34, 24, 44, 16, 2, 6
2019/6/7, 51, 24, 46, 11, 2, 5
2019/6/8, 53, 17, 45, 7, 2, 4
2019/6/9, 46, 21, 42, 7, 2, 5
2019/6/10, 56, 26, 45, 11, 2, 6
2019/6/11, 55, 26, 45, 15, 2, 6
2019/6/12, 51, 33, 47, 17, 2, 6
2019/6/13, 56, 34, 49, 11, 2, 7
2019/6/14, 65, 35, 48, 12, 2, 6
2019/6/15, 70, 27, 49, 10, 2, 5
2019/6/16, 54, 16, 37, 10, 2, 5
2019/6/17, 38, 22, 44, 9, 2, 5
2019/6/18, 51, 20, 43, 13, 2, 6
2019/6/19, 51, 13, 37, 10, 2, 5
2019/6/20, 39, 18, 47, 13, 3, 5
2019/6/21, 46, 17, 38, 7, 2, 5
2019/6/22, 45, 15, 41, 4, 3, 4
2019/6/23, 30, 16, 40, 5, 2, 5
2019/6/24, 33, 25, 45, 6, 2, 6
2019/6/25, 59, 29, 47, 14, 2, 6
2019/6/26, 60, 36, 48, 9, 2, 5
2019/6/27, 47, 20, 36, 9, 2, 4
2019/6/28, 38, 18, 48, 12, 2, 4
2019/6/29, 39, 15, 44, 14, 3, 5
2019/6/30, 44, 28, 67, 16, 3, 4
2019/1/1, 55, 9, 24, 8, 2, 5
2019/1/2, 36, 12, 23, 10, 2, 5
2019/1/3, 42, 23, 23, 13, 4, 7
2019/1/4, 64, 14, 17, 12, 3, 7
2019/1/5, 51, 9, 22, 5, 1, 5
2019/1/6, 42, 42, 18, 19, 8, 10
2019/1/7, 111, 24, 12, 20, 4, 13
2019/1/8, 72, 31, 10, 20, 4, 11
2019/1/9, 87, 59, 10, 17, 5, 11
2019/1/10, 149, 58, 11, 20, 9, 10
2019/1/11, 146, 23, 15, 14, 5, 8
2019/1/12, 68, 6, 15, 10, 3, 7
2019/1/13, 36, 9, 21, 9, 3, 5
2019/1/14, 32, 13, 21, 11, 4, 6
2019/1/15, 49, 13, 15, 16, 3, 7
2019/1/16, 48, 18, 19, 20, 3, 13
2019/1/17, 56, 13, 19, 11, 3, 6
2019/1/18, 45, 44, 17, 21, 4, 10
2019/1/19, 99, 87, 9, 20, 8, 14
2019/1/20, 175, 115, 2, 24, 11, 15
2019/1/21, 200, 92, 12, 19, 6, 14
2019/1/22, 178, 42, 18, 9, 5, 8
2019/1/23, 103, 27, 19, 6, 4, 8
2019/1/24, 75, 44, 17, 15, 8, 9
2019/1/25, 115, 52, 11, 19, 8, 9
2019/1/26, 134, 33, 16, 16, 5, 12
2019/1/27, 93, 56, 5, 31, 5, 17
2019/1/28, 135, 25, 7, 21, 4, 10
2019/1/29, 72, 44, 11, 16, 5, 11
2019/1/30, 110, 76, 9, 24, 6, 15
2019/1/31, 165, 47, 19, 17, 5, 13
2019/2/1, 112, 12, 19, 11, 5, 10
2019/2/2, 47, 45, 8, 15, 5, 12
2019/2/3, 115, 24, 8, 15, 5, 9
2019/2/4, 76, 43, 13, 18, 6, 9
2019/2/5, 105, 51, 15, 25, 6, 
2019/2/6, 112, 77, 7, 34, 5, 
2019/2/7, 155, 72, 8, 31, 7, 
2019/2/8, 148, 61, 16, 23, 4, 
2019/2/9, 121, 18, 25, 11, 3, 
2019/2/10, 55, 13, 17, 15, 3, 
2019/2/11, 48, 17, 18, 10, 3, 
2019/2/12, 48, 22, 15, 13, 4, 
2019/2/13, 61, 31, 12, 16, 5, 
2019/2/14, 83, 46, 13, 24, 5, 
2019/2/15, 104, 66, 17, 26, 6, 
2019/2/16, 131, 69, 19, 24, 8, 
2019/2/17, 134, 81, 12, 34, 6, 
2019/2/18, 144, 69, 19, 27, 6, 
2019/2/19, 137, 36, 14, 14, 4, 
2019/2/20, 80, 33, 17, 13, 5, 
2019/2/21, 69, 14, 23, 6, 2, 
2019/2/22, 43, 30, 21, 12, 3, 
2019/2/23, 73, 52, 16, 17, 9, 
2019/2/24, 122, 49, 14, 19, 9, 
2019/2/25, 108, 36, 18, 14, 4, 
2019/2/26, 77, 53, 15, 20, 6, 
2019/2/27, 117, 46, 20, 18, 6, 
2019/2/28, 90, 53, 13, 14, 4, 
2019/3/1, 112, 44, 19, 18, 5, 
2019/3/2, 94, 24, 16, 10, 4, 
2019/3/3, 68, 17, 21, 12, 3, 
2019/3/4, 33, 12, 22, 9, 3, 
2019/3/5, 37, 19, 20, 12, 3, 
2019/3/6, 52, 27, 21, 17, 3, 
2019/3/7, 53, 14, 22, 12, 3, 
2019/3/8, 29, 13, 22, 9, 3, 
2019/3/9, 37, 6, 25, 5, 2, 
2019/3/10, 26, 13, 23, 9, 2, 
2019/3/11, 33, 25, 19, 14, 3, 
2019/3/12, 63, 20, 18, 17, 3, 
2019/3/13, 50, 16, 18, 15, 3, 
2019/3/14, 43, 9, 20, 11, 3, 
2019/3/15, 33, 11, 24, 6, 3, 
2019/3/16, 38, 14, 28, 15, 3, 
2019/3/17, 47, 18, 21, 15, 4, 
2019/3/18, 47, 38, 18, 22, 5, 
2019/3/19, 77, 62, 20, 23, 5, 9
2019/3/20, 123, 59, 16, 26, 6, 9
2019/3/21, 124, 57, 12, 22, 8, 9
2019/3/22, 122, 45, 18, 17, 2, 9
2019/3/23, 101, 41, 22, 12, 4, 6
2019/3/24, 97, 25, 19, 15, 4, 5
2019/3/25, 64, 19, 22, 9, 3, 4
2019/3/26, 53, 28, 23, 19, 4, 5
2019/3/27, 65, 44, 9, 21, 4, 8
2019/3/28, 98, 57, 24, 19, 4, 9
2019/3/29, 129, 59, 29, 20, 5, 10
2019/3/30, 128, 41, 42, 12, 4, 7
2019/3/31, 97, 17, 37, 5, 3, 4
2018/10/1, 95, 21, 19, 13, 2, 6
2018/10/2, 61, 15, 29, 9, 2, 4
2018/10/3, 29, 17, 22, 9, 2, 5
2018/10/4, 42, 41, 29, 22, 1, 11
2018/10/5, 94, 44, 32, 19, 2, 11
2018/10/6, 113, 43, 22, 20, 3, 10
2018/10/7, 115, 19, 22, 9, 2, 6
2018/10/8, 54, 44, 17, 16, 2, 8
2018/10/9, 100, 50, 26, 15, 2, 11
2018/10/10, 124, 53, 15, 17, 2, 11
2018/10/11, 133, 59, 28, 23, 3, 12
2018/10/12, 124, 60, 27, 22, 2, 12
2018/10/13, 139, 52, 26, 16, 2, 11
2018/10/14, 133, 59, 24, 24, 2, 11
2018/10/15, 117, 66, 28, 27, 2, 13
2018/10/16, 135, 76, 25, 30, 3, 14
2018/10/17, 146, 79, 2, 21, 3, 13
2018/10/18, 168, 84, 11, 19, 16, 11
2018/10/19, 178, 52, 18, 13, 16, 7
2018/10/20, 133, 33, 19, 10, 15, 6
2018/10/21, 81, 56, 6, 17, 15, 10
2018/10/22, 142, 18, 21, 10, 16, 5
2018/10/23, 36, 16, 29, 6, 15, 3
2018/10/24, 19, 11, 24, 10, 15, 4
2018/10/25, 24, 14, 21, 19, 16, 8
2018/10/26, 50, , 13, 17, 16, 10
2018/10/27, 103, , 22, 4, 15, 5
2018/10/28, 38, 25, 18, 9, 5, 8
2018/10/29, 55, 28, 27, 13, , 7
2018/10/30, 42, 40, 19, 32, , 12
2018/10/31, 70, 43, 24, 13, , 10
2018/11/1, 85, 57, 27, 20, 1, 10
2018/11/2, 89, 48, 10, 11, , 8
2018/11/3, 112, 19, 10, 6, , 6
2018/11/4, 58, 31, 7, 9, , 8
2018/11/5, 79, 47, 8, 20, , 13
2018/11/6, 96, 65, 4, 19, , 15
2018/11/7, 128, 84, 6, 28, 3, 16
2018/11/8, 153, 73, 3, 18, , 17
2018/11/9, 162, 73, 5, 17, , 19
2018/11/10, 161, 66, 6, 15, , 19
2018/11/11, 156, 68, 7, 16, , 17
2018/11/12, 148, 75, 10, 23, 3, 16
2018/11/13, 149, 30, 14, 16, 1, 6
2018/11/14, 71, 33, 17, 13, 1, 8
2018/11/15, 85, 16, 15, 6, , 6
2018/11/16, 56, 34, 16, 8, 1, 7
2018/11/17, 98, 51, 13, 14, 4, 8
2018/11/18, 133, 33, 18, 8, 1, 7
2018/11/19, 98, 36, 14, 8, 2, 6
2018/11/20, 96, 27, 16, 7, 2, 6
2018/11/21, 82, 44, 12, 9, 2, 7
2018/11/22, 107, 62, 6, 12, 1, 9
2018/11/23, 149, 49, 1, 14, 2, 13
2018/11/24, 126, 43, 2, 11, 4, 13
2018/11/25, 117, 25, 12, 8, 2, 7
2018/11/26, 76, 23, 16, 10, 1, 6
2018/11/27, 70, 42, 17, 14, 2, 8
2018/11/28, 115, 42, 17, 15, 2, 7
2018/11/29, 111, 37, 12, 17, 2, 9
2018/11/30, 102, 63, 8, 20, 3, 11
2018/12/1, 154, 54, 9, 21, 4, 15
2018/12/2, 139, 34, 8, 22, 3, 15
2018/12/3, 88, 26, 11, 17, 2, 11
2018/12/4, 73, 41, 14, 21, 4, 8
2018/12/5, 93, 59, 4, 26, 4, 13
2018/12/6, 128, 39, 5, 21, 4, 14
2018/12/7, 108, 19, 16, 14, 3, 11
2018/12/8, 58, 6, 22, 8, 2, 8
2018/12/9, 32, 13, 19, 12, 2, 6
2018/12/10, 46, 21, 17, 17, 2, 9
2018/12/11, 66, 31, 9, 15, 2, 9
2018/12/12, 83, 55, 13, 15, 5, 10
2018/12/13, 127, 30, 10, 10, 2, 8
2018/12/14, 82, 19, 13, 6, 2, 7
2018/12/15, 62, 43, 13, 16, 3, 10
2018/12/16, 107, 97, 2, 29, 7, 19
2018/12/17, 184, 78, 2, 24, 10, 16
2018/12/18, 167, 52, 13, 19, 4, 11
2018/12/19, 130, 66, 4, 24, 7, 15
2018/12/20, 159, 43, 11, 27, 5, 17
2018/12/21, 100, 8, 17, 8, 3, 7
2018/12/22, 31, 19, 13, 14, 3, 7
2018/12/23, 61, 11, 17, 8, 2, 5
2018/12/24, 42, 16, 20, 6, 2, 5
2018/12/25, 57, 18, 16, 7, 3, 5
2018/12/26, 61, 16, 12, 11, 3, 7
2018/12/27, 56, 23, 11, 12, 4, 7
2018/12/28, 67, 20, 13, 13, 3, 7
2018/12/29, 64, 18, 13, 11, 4, 7
2018/12/30, 60, , , , , 
2018/7/1, 18, 24, 31, 9, 1, 4
2018/7/2, 23, 28, 43, 16, , 5
2018/7/3, 40, 34, 63, 21, 1, 6
2018/7/4, 49, 40, 72, 24, 1, 6
2018/7/5, 61, 35, 54, 18, 1, 6
2018/7/6, 66, 32, 43, 11, 1, 4
2018/7/7, 53, 29, 42, 10, 1, 4
2018/7/8, 46, 35, 42, 18, 1, 6
2018/7/9, 58, 31, 51, 14, , 5
2018/7/10, 55, 30, 28, 16, 1, 7
2018/7/11, 70, 18, 39, 10, 1, 5
2018/7/12, 42, 13, 42, 9, , 5
2018/7/13, 25, 17, 35, 6, , 4
2018/7/14, 26, 18, 35, 5, 1, 4
2018/7/15, 39, 21, 28, 13, 1, 6
2018/7/16, 43, 15, 21, 8, , 5
2018/7/17, 35, 10, 20, 8, , 5
2018/7/18, 24, 20, 16, 9, , 5
2018/7/19, 43, 27, 28, 12, , 6
2018/7/20, 60, 32, 60, 14, 1, 6
2018/7/21, 73, 39, 64, 10, , 6
2018/7/22, 88, 31, 43, 17, , 5
2018/7/23, 63, 32, 54, 15, , 5
2018/7/24, 57, 32, 41, 14, , 6
2018/7/25, 57, 10, 33, 11, , 6
2018/7/26, 49, 20, 40, 8, 2, 6
2018/7/27, 47, 22, 48, 12, , 6
2018/7/28, 44, 21, 45, 10, , 6
2018/7/29, 56, 28, 30, 19, , 7
2018/7/30, 52, 20, 38, 6, 1, 7
2018/7/31, 36, 20, 45, 4, , 6
2018/8/1, 43, 26, 46, 8, 1, 7
2018/8/2, 49, 27, 55, 10, 1, 7
2018/8/3, 55, 28, 55, 13, , 5
2018/8/4, 66, 22, 50, 11, 1, 5
2018/8/5, 49, 21, 41, 14, 1, 6
2018/8/6, 29, 22, 45, 8, , 5
2018/8/7, 43, 31, 48, 12, 1, 8
2018/8/8, 61, 28, 57, 9, , 7
2018/8/9, 50, 32, 44, 14, 1, 7
2018/8/10, 57, 17, 22, 13, 1, 5
2018/8/11, 29, 20, 46, 9, 1, 5
2018/8/12, 42, 23, 39, 16, 1, 7
2018/8/13, 43, 34, 38, 17, 1, 7
2018/8/14, 62, 12, 32, 8, 1, 4
2018/8/15, 20, 17, 39, 10, 1, 6
2018/8/16, 27, 23, 46, 11, 1, 7
2018/8/17, 52, 32, 50, 15, 1, 7
2018/8/18, 73, 32, 51, 14, 2, 7
2018/8/19, 71, 33, 49, 21, 1, 7
2018/8/20, 59, 26, 28, 14, 1, 6
2018/8/21, 50, 23, 46, 8, 1, 5
2018/8/22, 33, 32, 51, 12, , 7
2018/8/23, 50, 32, 40, 15, 1, 8
2018/8/24, 62, 18, 14, 12, 1, 7
2018/8/25, 36, 11, 22, 9, 1, 6
2018/8/26, 27, 22, 28, 11, 1, 6
2018/8/27, 39, 33, 25, 15, 2, 6
2018/8/28, 48, 31, 42, 10, 1, 5
2018/8/29, 60, 35, 38, 16, 1, 7
2018/8/30, 67, 26, 30, 12, 1, 7
2018/8/31, 54, 32, 46, 5, 1, 6
2018/9/1, 80, 37, 43, 10, 1, 6
2018/9/2, 87, 31, 45, 8, 1, 7
2018/9/3, 66, 27, 26, 15, 1, 7
2018/9/4, 52, 32, 32, 14, 1, 7
2018/9/5, 62, 31, 25, 16, 2, 7
2018/9/6, 68, 34, 46, 10, 2, 8
2018/9/7, 68, , , , , 6
2018/9/10, 56, 35, 32, 22, 2, 7
2018/9/11, 71, 33, 46, 23, , 8
2018/9/12, 66, 47, 63, 24, 2, 8
2018/9/13, 87, 47, 9, 18, 1, 8
2018/9/14, 103, 16, 23, 12, 1, 6
2018/9/15, 38, 28, 35, 12, 2, 5
2018/9/16, 60, 34, 34, 18, 1, 7
2018/9/17, 59, 41, 44, 16, 1, 7
2018/9/18, 73, 42, 41, 23, 1, 7
2018/9/19, 83, 41, 49, 17, 1, 15
2018/9/20, 90, 47, 43, 21, 1, 21
2018/9/21, 90, 19, 23, 16, , 5
2018/9/22, 44, 11, 29, 7, , 4
2018/9/23, 15, 12, 27, 7, 1, 4
2018/9/24, 20, 19, 23, 13, 1, 4
2018/9/25, 46, 18, 27, 14, 1, 6
2018/9/26, 54, 27, 22, 18, 1, 6
2018/9/27, 58, 32, 28, 15, 1, 14
2018/9/28, 67, 24, 26, 11, , 5
2018/9/29, 57, , , , , 7
2018/4/1, 48, 22, 26, 5, 3, 
2018/4/2, 39, 32, 29, 23, 4, 
2018/4/3, 62, 40, 23, 25, 4, 
2018/4/4, 43, 28, 29, 18, 4, 
2018/4/5, 36, 33, 24, 17, 5, 
2018/4/6, 47, 39, 32, 11, 5, 
2018/4/7, 75, 31, 32, 9, 4, 
2018/4/8, 56, 31, 32, 18, 4, 
2018/4/9, 33, 38, 29, 22, 5, 
2018/4/10, 50, 36, 32, 21, 5, 
2018/4/11, 56, 43, 38, 13, 5, 
2018/4/12, 59, 49, 25, 16, 7, 
2018/4/13, 69, 25, 41, 18, 6, 
2018/4/14, 49, 33, 38, 14, 6, 
2018/4/15, 49, 42, 22, 19, 7, 
2018/4/16, 54, 29, 29, 14, 7, 
2018/4/17, 49, 31, 38, 16, 8, 
2018/4/18, 53, 32, 36, 16, 9, 
2018/4/19, 42, 33, 33, 21, 9, 
2018/4/20, 34, 33, 44, 13, 8, 
2018/4/21, 37, 22, 43, 10, 8, 
2018/4/22, 26, 33, 35, 19, 8, 
2018/4/23, 31, 31, 34, 18, , 
2018/4/24, 46, 28, 40, 13, , 
2018/4/25, 45, 23, 26, 16, 9, 
2018/4/26, 25, 21, 34, 13, 6, 
2018/4/27, 36, 28, 35, 19, 1, 
2018/4/28, 53, 26, 34, 13, 1, 
2018/4/29, 33, 28, 35, 13, , 
2018/4/30, 36, 23, 42, 14, 1, 
2018/5/1, 38, 32, 43, 12, 1, 
2018/5/2, 44, 32, 43, 8, 1, 
2018/5/3, 43, 24, 38, 7, , 
2018/5/4, 29, 17, 40, 4, , 
2018/5/5, 20, 22, 37, 11, 1, 
2018/5/6, 16, 27, 39, 16, 1, 
2018/5/7, 23, 26, 31, 12, 1, 
2018/5/8, 22, 27, 39, 13, 1, 
2018/5/9, 25, 26, 35, 8, , 
2018/5/10, 24, 27, 35, 18, 1, 
2018/5/11, 28, 24, 47, 9, 1, 
2018/5/12, 34, 19, 43, 3, , 
2018/5/13, 27, 20, 37, 6, , 
2018/5/14, 17, 20, 27, 10, , 5
2018/5/15, 28, 24, 11, 17, 2, 5
2018/5/16, 47, 12, 19, 12, , 4
2018/5/17, 23, 29, 25, 11, , 4
2018/5/18, 54, 26, 35, 10, 1, 4
2018/5/19, 39, 20, 42, 10, 1, 4
2018/5/20, 35, 26, 40, 8, , 4
2018/5/21, 35, 31, 43, 14, 1, 5
2018/5/22, 55, 32, 47, 14, 1, 5
2018/5/23, 58, 27, 53, 7, 1, 4
2018/5/24, 38, 25, 49, 11, 1, 4
2018/5/25, 35, 27, 52, 14, 3, 4
2018/5/26, 46, 31, 50, 9, 1, 4
2018/5/27, 60, 37, 53, 7, 1, 4
2018/5/28, 48, 35, 43, 17, 1, 5
2018/5/29, 52, 41, 50, 19, 1, 6
2018/5/30, 61, 40, 59, 14, 1, 4
2018/5/31, 68, 34, 53, 14, 1, 4
2018/6/1, 54, 28, 45, 12, 1, 4
2018/6/2, 54, 23, 47, 8, 1, 4
2018/6/3, 46, 36, 61, 16, 1, 5
2018/6/4, 74, 38, 46, 16, 1, 5
2018/6/5, 69, 24, 41, 4, 1, 2
2018/6/6, 24, 27, 51, 6, 1, 4
2018/6/7, 26, 34, 57, 17, 1, 5
2018/6/8, 50, 28, 57, 10, , 4
2018/6/9, 52, 30, 59, 7, , 4
2018/6/10, 60, 35, 56, 14, , 4
2018/6/11, 61, 30, 34, 16, , 6
2018/6/12, 64, 29, 31, 9, , 6
2018/6/13, 54, 29, 30, 13, , 6
2018/6/14, 53, 30, 39, 12, , 5
2018/6/15, 45, 29, 46, 12, , 5
2018/6/16, 51, 28, 45, 10, , 5
2018/6/17, 47, 31, 34, 16, , 6
2018/6/18, 50, 40, 63, 17, , 6
2018/6/19, 67, 39, 61, 16, 1, 6
2018/6/20, 62, 35, 45, 12, , 6
2018/6/21, 55, 22, 28, 9, , 5
2018/6/22, 27, 19, 22, 7, , 4
2018/6/23, 24, 12, 25, 6, , 4
2018/6/24, 19, 18, 30, 12, , 5
2018/6/25, 38, 22, 28, 14, , 5
2018/6/26, 37, 26, 30, 10, , 6
2018/6/27, 43, 24, 27, 12, , 7
2018/6/28, 50, 32, 40, 11, , 7
2018/6/29, 47, 19, 31, 4, , 4
2018/6/30, 19, 17, 24, 6, , 4
2018/1/2, 86, 14, 7, 19, 6, 
2018/1/3, 36, 16, 22, 13, 2, 
2018/1/4, 33, 21, 23, 16, 1, 
2018/1/5, 42, 53, 23, 21, 1, 
2018/1/6, 126, 35, 2, 21, 3, 
2018/1/7, 87, 20, 14, 8, 3, 
2018/1/8, 53, 27, 14, 7, 1, 
2018/1/9, 72, 51, 12, 11, 2, 
2018/1/10, 112, 44, 6, 17, 5, 
2018/1/11, 101, 26, 2, 9, 2, 
2018/1/12, 64, 18, 11, 5, 2, 
2018/1/13, 46, 21, 19, 3, 2, 
2018/1/14, 58, 48, 18, 4, 2, 
2018/1/15, 108, 28, 12, 14, 3, 
2018/1/16, 69, 20, 17, 11, 3, 
2018/1/17, 49, 16, 18, 17, 3, 
2018/1/18, 38, 22, 23, 12, 3, 
2018/1/19, 81, 51, 27, 15, 4, 
2018/1/20, 119, 47, 10, 26, 5, 
2018/1/21, 118, 44, 13, 12, 3, 
2018/1/22, 113, 59, 19, 17, 4, 
2018/1/23, 155, 56, 8, 22, 5, 
2018/1/24, 130, 63, 5, 29, 6, 
2018/1/25, 128, 106, 4, 39, 6, 
2018/1/26, 200, 90, 1, 39, 7, 
2018/1/27, 183, 37, 2, 21, 9, 
2018/1/28, 79, 13, 17, 11, 6, 
2018/1/29, 29, 12, 18, 8, 3, 
2018/1/30, 18, 36, 24, 7, 2, 
2018/1/31, 64, 36, 21, 24, 4, 
2018/2/1, 63, 29, 14, 24, 3, 
2018/2/2, 63, 64, 14, 20, 3, 
2018/2/3, 151, 57, 8, 18, 5, 
2018/2/4, 130, 23, 14, 15, 5, 
2018/2/5, 43, 51, 22, 11, 3, 
2018/2/6, 117, 55, 26, 18, 7, 
2018/2/7, 132, 57, 13, 15, 4, 
2018/2/8, 137, 61, 11, 16, 6, 
2018/2/9, 146, 60, 8, 22, 8, 
2018/2/10, 148, 53, 11, 11, 5, 
2018/2/11, 127, 66, 22, 12, 4, 
2018/2/12, 150, 72, 7, 27, 8, 
2018/2/13, 150, 35, 11, 18, 8, 
2018/2/14, 80, 41, 17, 11, 4, 
2018/2/15, 98, 66, 22, 12, 4, 
2018/2/16, 147, 67, 15, 27, 7, 
2018/2/17, 139, 58, 19, 23, 11, 
2018/2/18, 106, 30, 22, 14, 9, 
2018/2/19, 62, 52, 30, 11, 5, 
2018/2/20, 117, 45, 27, 10, 8, 
2018/2/21, 97, 34, 25, 16, 11, 
2018/2/22, 74, 37, 23, 7, 9, 
2018/2/23, 84, 35, 23, 8, 11, 
2018/2/24, 83, 31, 26, 10, 14, 
2018/2/25, 73, 37, 26, 9, 13, 
2018/2/26, 87, 31, 28, 6, 14, 
2018/2/27, 69, 33, 28, 5, 14, 
2018/2/28, 77, 69, 26, 9, 15, 
2018/3/1, 160, 65, 27, 20, 18, 
2018/3/2, 155, 82, 33, 11, 18, 
2018/3/3, 172, 89, 36, 26, 21, 
2018/3/4, 185, 94, 35, 21, 22, 
2018/3/5, 182, 86, 31, 32, 22, 
2018/3/6, 181, 66, 21, 30, 22, 
2018/3/7, 139, 42, 23, 25, 18, 
2018/3/8, 98, 53, 23, 23, 16, 
2018/3/9, 104, 56, 26, 26, 15, 
2018/3/10, 120, 38, 27, 22, 8, 
2018/3/11, 79, 18, 32, 14, 7, 
2018/3/12, 29, 22, 27, 9, 6, 
2018/3/13, 54, 35, 26, 16, 7, 
2018/3/14, 73, 32, 8, 18, 8, 
2018/3/15, 72, 26, 15, 12, 8, 
2018/3/16, 59, 15, 13, 10, , 
2018/3/17, 22, 19, 29, 3, 1, 
2018/3/18, 22, 23, 31, 2, 3, 
2018/3/19, 44, 41, 31, 5, 2, 
2018/3/20, 92, 43, 25, 19, 5, 
2018/3/21, 102, 55, 29, 19, 7, 
2018/3/22, 91, 68, 29, 27, 5, 
2018/3/23, 131, 59, 22, 24, 5, 
2018/3/24, 125, 56, 34, 14, 5, 
2018/3/25, 121, 52, 36, 20, 7, 
2018/3/26, 117, 44, 26, 24, 6, 
2018/3/27, 102, 35, 17, 19, 5, 
2018/3/28, 78, 45, 27, 13, 2, 
2018/3/29, 88, 32, 18, 24, 4, 
2018/3/30, 77, 20, 33, 16, 4, 
2018/3/31, 50, 21, 24, 9, 3, 
2017/10/1, 108, 44, 25, 21, 3, 
2017/10/2, 115, 28, 15, 17, 2, 
2017/10/3, 81, 16, 22, 11, 2, 
2017/10/4, 41, 16, 25, 12, 1, 
2017/10/5, 33, 12, 26, 10, 1, 
2017/10/6, 30, 17, 19, 11, 1, 
2017/10/7, 50, 11, 17, 8, 1, 
2017/10/8, 30, 19, 20, 13, 2, 
2017/10/9, 51, 18, 16, 15, 2, 
2017/10/10, 39, 10, 13, 13, 1, 
2017/10/11, 30, 20, 24, 13, 2, 
2017/10/12, 39, 30, 19, 14, 2, 
2017/10/13, 58, 40, 16, 15, 3, 
2017/10/14, 91, 29, 21, 14, 2, 
2017/10/15, 75, 38, 17, 20, 2, 
2017/10/16, 81, 52, 21, 23, 3, 
2017/10/17, 95, 59, 12, 24, 3, 
2017/10/18, 114, 58, 16, 20, 3, 
2017/10/19, 131, 56, 10, 15, 2, 
2017/10/20, 143, 48, 7, 15, 2, 
2017/10/21, 129, 35, 4, 11, 1, 
2017/10/22, 102, 19, 6, 14, 1, 
2017/10/23, 64, 19, 12, 10, 1, 
2017/10/24, 53, 35, 8, 15, 1, 
2017/10/25, 87, 25, 14, 15, 2, 
2017/10/26, 64, , 12, 14, 1, 
2017/10/27, 56, , 18, 7, 1, 
2017/10/28, 32, 49, 27, 4, 1, 
2017/10/29, 21, 23, 23, 9, 2, 
2017/10/30, 35, 24, 20, 14, 3, 
2017/10/31, 67, 16, 21, 9, 3, 
2017/11/1, 50, 22, 15, 15, 2, 
2017/11/2, 59, 31, 8, 16, 3, 
2017/11/3, 87, 36, 17, 19, 2, 
2017/11/4, 92, 26, 21, 15, 2, 
2017/11/5, 71, 44, 10, 23, 3, 
2017/11/6, 109, 40, 15, 11, 2, 
2017/11/7, 106, 27, 12, 7, 1, 
2017/11/8, 79, 60, 7, 16, 5, 
2017/11/9, 146, 24, 10, 15, 3, 
